"","AN_BR1_4","AN_BR1_5","AN_BR1_6","AN_BR1_8","AN_BR2_4","AN_BR2_5","AN_BR2_6","AN_BR2_8","AN_BR3_4","AN_BR3_5","AN_BR3_6","AN_BR3_8","BB_BR1_4","BB_BR1_5","BB_BR1_6","BB_BR1_8","BB_BR2_4","BB_BR2_5","BB_BR2_6","BB_BR2_8","BB_BR3_4","BB_BR3_5","BB_BR3_6","BB_BR3_8","ML_BR1_4","ML_BR1_5","ML_BR1_6","ML_BR1_8","ML_BR2_4","ML_BR2_5","ML_BR2_6","ML_BR2_8","ML_BR3_4","ML_BR3_5","ML_BR3_6","ML_BR3_8","AN_TR1_4","AN_TR1_5","AN_TR1_6","AN_TR1_8","AN_TR2_4","AN_TR2_5","AN_TR2_6","AN_TR2_8","AN_TR3_4","AN_TR3_5","AN_TR3_6","AN_TR3_8","BB_TR1_4","BB_TR1_5","BB_TR1_6","BB_TR1_8","BB_TR2_4","BB_TR2_5","BB_TR2_6","BB_TR2_8","BB_TR3_4","BB_TR3_5","BB_TR3_6","BB_TR3_8","ML_TR1_4","ML_TR1_5","ML_TR1_6","ML_TR1_8","ML_TR2_4","ML_TR2_5","ML_TR2_6","ML_TR2_8","ML_TR3_4","ML_TR3_5","ML_TR3_6","ML_TR3_8"
"AN_RF_S2_3_4_S351_L004_2466",6.87126668027989,6.47088706477428,5.03080578736422,6.07460521711303,6.66036355502841,8.45181436150416,4.98695159815623,6.73945912685497,17.5789796431684,22.4239396407188,22.650892059276,20.5427405713292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24009941265882,2.65962733625372,7.32516412423449,3.45652630643147,3.98497510648317,2.90299741261094,5.26137629480663,4.62213015693469,4.08293021000542,5.87410372173357,4.60417267610176,3.3276185318951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2468",0,0,0,0,0,0,0,0,58.0166620691565,65.2160265576368,52.9841086652319,51.102857221061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2485",0,0,0,0,0,0,0,0,48.3559132717915,42.4796822069606,46.2704913271156,45.7443101160356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2510",0,0,0,0,0,0,0,0,19.8902452296301,9.74527766406405,7.97157501543056,16.5277876886247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2527",0,0,0,0,0,0,0,0,15.7846055038766,11.1648275579943,16.3840120588712,15.2871734711018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2534",0,0,0,0,0,0,0,0,15.0661566265753,9.35044312976613,12.3850884304663,13.1085888516893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2538",0,0,0,0,0,0,0,0,6.5279650650691,7.77146030605094,5.76294190596797,7.60167496232784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2543",0,1.87776178663217,0,1.72128684534671,0,0,0,0,12.603498552252,10.7167445105937,10.6184888631746,10.9493066226523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2558",1.86431138693309,1.82097726044242,0,1.61740895636211,1.94005451637354,0,0,0,59.6985224181512,59.0785894960413,64.0415993062052,62.5246811756798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2567",10.3882347912587,9.11226163243642,8.66321610410505,6.26595624191027,2.92575869818706,3.15439140626226,2.87236045408372,2.63785045657493,10.7921260951258,10.8627232074424,11.5153073208471,8.10049270125524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2569",0,0,0,0,0,0,0,0,10.9368099759946,8.35759155300889,8.73432054889794,12.2376977366414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2570",0,0,0,0,2.39692907725375,2.77316337519468,0,2.45261649579333,11.9515052138777,8.67715311387819,12.2276183667771,8.84803717344332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71244335664778,4.03457338191229,5.50413658253379,4.52135379499812,5.3835976604944,4.49803164558854,4.62546517589652,4.13050238090755,6.18312354572785,4.79071071253305,5.04722260394926,3.94436327313949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2574",0,0,0,0,0,0,0,0,12.090019084385,11.347340938099,12.0055180291194,11.5571067809326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2577",0,0,0,0,0,0,0,0,11.8391085098048,13.3653863246074,12.1694245118587,9.52500143033872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73643515852546,1.7663940146189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2583",2.85328310191548,1.90146111251921,2.32621158939853,2.18708980420686,0,0,0,0,9.44917052105478,7.99292881290732,8.04265617965521,7.54109723516691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2603",0,0,0,0,7.1645637263109,8.27375991940795,8.66017152205566,8.11257596833586,20.9856952699811,13.8316753526155,16.6249081592668,20.5779994764046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2605",0,0,0,0,6.82616529729036,6.11896089551592,6.01861702411321,5.305115145437,9.53928788493006,8.20304967699572,11.1653529431287,8.90252214260563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2610",2.5383439231957,3.0123483484095,0,2.81618587665794,20.9245503117108,16.8422380204366,16.8979423362134,13.7546297709082,57.9649437829792,49.8020014026097,32.6963234925314,36.2936399300469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43225611471224,1.66489557764761,1.52764029266479,3.52241524651884,3.87471494034916,1.45627592326966,1.80318321440271,0,0,0,0,3.22308074390762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2640",4.06056728653333,2.15429955029166,2.53988468197787,2.16706469366742,12.7575666344746,11.3276172079161,14.9707171847682,18.4995672928917,20.34094740062,21.8716539717558,21.5518412963789,29.4740338844685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2641",0,0,0,1.37188865661267,1.97319251156422,1.90066632093695,2.24125959303582,0,6.01706973353498,5.79646589440911,4.73434752463984,5.66717374959986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2645",0,0,0,0,0,0,0,0,12.5102528179278,12.1292511544201,11.2435016577173,10.2437060863372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06092127900422,6.05303389688341,3.04004783081168,4.54741093261997,5.05994037192426,4.64319814215523,5.07373685929223,4.15471560082298,4.99791411346128,6.67600268190098,5.06971142088298,5.15867411582792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2667",0,0,0,0,0,0,0,0,17.4119912702464,72.8006052422895,21.7445594837721,19.9577019684342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2671",0,0,0,0,0,0,0,0,16.2488940133979,10.8196626967416,11.5569815937128,8.25038601136589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2682",0,0,0,0,3.43242202008464,3.6673079639503,2.48027433908391,4.97528619908183,7.52152797409887,5.63575599203645,7.21109912726498,6.81193270935176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2688",0,0,0,0,0,0,0,0,10.5157557715772,13.2514729069576,11.4773796899378,14.8543477294315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2690",0,0,0,0,0,0,0,0,11.3466013529514,10.2481784912051,9.85671850227721,16.1980206782389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2691",6.2598471543245,6.85098519865642,6.18947135598848,6.80399478968513,0,0,0,0,14.7329023460998,14.2095207616777,13.469012581607,10.6847491450542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2701",3.77926001012441,2.2642957563409,2.3381257170335,1.86472017606879,0,0,0,0,24.2119038351589,22.9023126437403,24.0675204435778,36.3459296783391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2709",5.61704009446907,5.21770859641294,3.36304316683342,2.35290835991981,4.18301557870514,3.20725925560795,2.89621112700694,7.30430685359271,9.55184906852089,12.6391686971697,7.42132840773946,9.06167109531342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60568879125718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2710",0,0,0,0,0,0,0,0,8.05239864913034,7.10075615965311,6.98799103348273,7.69030082444962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2722",0,0,0,0,0,0,0,0,7.90158985777901,4.06080931382168,7.16377734949157,4.44207191418359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2723",0,0,0,0,0,0,0,0,65.1667231557352,52.8724479924157,40.4141893215434,32.7252985648597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7845033462727,23.4908939337964,20.3069378044287,17.3547865347218,21.1306926685165,18.3197605364168,17.7835198130555,19.3741719825076,19.3159964743739,19.8161433645725,25.8403124480494,18.867627829948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2778",3.85340107632236,2.61967278937794,1.96806051832471,2.89694486813657,0,0,0,0,7.12861262492013,6.60026416716608,4.42064725286017,7.53129444348869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_277",0,0,0,0,24.1865027814218,12.1037011718335,20.2124550562208,12.807996082351,11.2634892145034,12.6800840597638,7.94511511518441,10.1332230633455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2787",0,0,0,0,2.90818411676014,3.16217288064967,3.42537324705073,4.00326472591127,9.34917021255356,6.99680105517995,9.00486021489519,8.93160245861063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23553766118769,3.33770339697727,2.10076855207395,2.74122813942653,2.58365751623585,2.63424862621778,2.14078721758211,2.27280932694538,2.5144456700127,2.24643926513961,2.53097057956443,2.4029977129704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2805",0,0,0,0,0,0,0,0,20.9385277350502,4.1576179324201,5.95218896449749,2.93907863854844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2811",0,0,0,0,0,0,0,0,12.6630607481438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2818",0,0,0,0,0,0,0,0,11.5251639159597,9.65679424337507,10.307352795764,9.07502003516828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2841",3.13107805920815,2.4288099396452,3.57773572470789,2.63866474161979,4.13092031873079,4.83199559122654,5.20803037114608,4.58232305940024,24.292811283371,22.731685059137,21.7540581967711,22.7650692749338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2852",0,0,0,0,0,0,0,0,45.4621107624428,41.9352805999222,42.1979213964907,39.7106862696324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2868",0,0,0,0,0,0,0,0,63.1019292749992,42.2722139632021,35.4886071415484,43.1715429388681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2889",0,0,0,0,0,0,0,0,9.2940191317445,8.59722375112085,9.36152969908546,6.35043170905024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2892",0,0,0,0,0,0,0,0,49.2458821925432,42.1186853732293,43.599578150986,43.913946187457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2907",0,0,0,0,0,0,0,0,13.3921159027449,12.3825817857455,12.8457050553258,11.6308965406682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2913",0,0,0,0,0,0,0,0,7.87031742825924,6.04159089889474,5.24601949846233,3.91932468364138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2932",0,0,0,0,0,0,0,0,11.3443593685848,7.50498349069596,5.94447114348254,18.7325920683535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39160958625102,0,2.01237380827141,2.37440732225018,0,0,0,0,4.88758428579822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2942",0,0,0,0,0,0,0,0,11.6905338970719,9.46314632566802,10.282761081552,7.81642257595799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2960",0,0,0,0,0,0,0,0,9.03386568389721,10.4501963837825,9.60401669853263,8.3928838321424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2961",12.0910849167224,10.5246738356434,14.0007093093545,9.77976682910135,6.19260232980083,7.74507804181857,8.33447126818415,8.43102272706213,25.8581855835002,31.9050796710317,31.4809139622098,31.0732616491205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44345889234385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2964",17.2980291013472,16.2785852084757,14.9122157922172,16.2759668107811,20.083934445722,21.5840227902554,19.5657179693594,18.2118414527985,114.305400334116,84.9550542168362,76.4411776153569,71.0967474511428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41855639665986,4.79143558584581,4.42442895977599,3.84359449704023,4.49292601088122,4.60729504359773,4.75795961279911,3.8191259550873,5.84440828971573,4.90201303717394,4.73552100390434,5.08511591239025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2975",0,0,0,0,0,0,0,0,15.5635892105924,15.5182916252188,12.1593656231373,18.6980225000743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2989",0,0,0,0,0,0,0,0,7.80055572128357,6.00287731897083,6.43591022375136,4.55976186697351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_2993",15.8535759070109,12.7957323060368,13.3973004125865,14.6598474102497,4.92331215202235,5.14203204883867,3.73541964349315,6.10504510172733,12.5367984332122,9.3672473427376,9.70690837477826,8.85767252732589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3005",0,0,0,0,3.52048332050901,3.76315015112929,3.35198584310351,5.10993781823271,12.0303354657422,9.93683516106097,11.3835147786451,9.93772983613576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3006",0,0,0,0,0,0,0,0,14.4422631146982,12.8931568864575,11.1719952267567,14.2611062106764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3008",0,0,0,0,0,0,0,0,11.5817035526569,8.15365903075297,9.84631883999141,8.65058154454604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3017",0,0,0,0,0,1.51345869685866,0,0,9.46049752911225,7.97702469976959,9.03875644785581,9.94194458340005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3018",0,0,0,0,0,0,0,0,28.002003125197,21.9023328235739,19.6973394215459,37.5853149946096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3041",0,0,0,0,0,0,0,0,34.1470350921775,27.3600862997115,26.4590842568497,28.7398009090502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4045993047614,1.98060738745791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3050",0,0,0,0,0,0,0,0,24.3342606740351,17.9351902782631,17.2761180382793,14.3496130229894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3710330245787,36.9150032507766,22.8291553275852,24.9866910358837,29.9142001393606,30.9749879157511,38.9111643350436,30.3350258855838,31.8894649751788,29.1139060137024,35.6781523590046,38.9509272932787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3058",0,0,0,0,0,0,0,0,15.0905738744958,12.7746977780767,9.84867437890397,7.97928079428209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3116",0,0,0,0,0,0,0,0,31.6293907250644,16.6721541050301,23.7784184213936,31.4668172752209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
