"","AN_BR1_4","AN_BR1_5","AN_BR1_6","AN_BR1_8","AN_BR2_4","AN_BR2_5","AN_BR2_6","AN_BR2_8","AN_BR3_4","AN_BR3_5","AN_BR3_6","AN_BR3_8","BB_BR1_4","BB_BR1_5","BB_BR1_6","BB_BR1_8","BB_BR2_4","BB_BR2_5","BB_BR2_6","BB_BR2_8","BB_BR3_4","BB_BR3_5","BB_BR3_6","BB_BR3_8","ML_BR1_4","ML_BR1_5","ML_BR1_6","ML_BR1_8","ML_BR2_4","ML_BR2_5","ML_BR2_6","ML_BR2_8","ML_BR3_4","ML_BR3_5","ML_BR3_6","ML_BR3_8"
"AN_RF_S2_3_4_S351_L004_3341",0,0,0,0,0,0,0,0,9.82597874038127,8.70728029486225,7.32718779147862,6.7622496422533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3343",0,0,0,0,0,0,0,0,8.4876434553287,9.57423493239541,18.5666502845991,7.71250003328339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3344",0,0,0,0,8.92145109721682,14.7107473017169,7.93947862058963,13.1780049421707,18.9753448626074,24.7165852967062,19.4409899104584,21.5524328507487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3345",3.51449188780985,4.51174302202136,2.98992921021658,6.30313572993907,3.15184443351422,3.96148801369362,4.0212888463,3.88882147001199,12.1320330383755,12.117183379704,11.3574685679305,9.04011449264809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3347",0,0,0,0,0,0,0,0,13.8055872443922,17.9232011374004,13.6884952536095,12.753808639996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3354",0,0,0,0,0,0,0,0,9.905679406073,10.1427165487711,11.8808777140468,6.82585091942304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3359",0,0,0,0,0,0,0,0,9.79433230733521,9.53892486503257,8.51323787396634,8.03683118442702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3361",0,0,0,0,0,0,0,0,11.1643995512537,13.2690159009345,13.0060915371854,11.5268855302803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3362",0,0,0,0,0,0,0,0,8.84971184467187,10.0401743483874,6.32913259593112,3.75511135680261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3365",0,0,0,0,2.02599890086167,2.86592437296542,5.4669871001767,4.45633571155989,43.4579059130621,45.5410507683825,39.9619417946546,32.8515808457382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3368",0,0,0,0,0,0,0,0,17.6649088518769,16.4940430874197,16.4600951510149,18.3567841413548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3373",0,0,0,0,9.66971633058919,6.68231846567509,7.68763007830337,9.06303341252113,23.9841118729399,18.1031844036704,16.8930673713144,22.946536258323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3376",0,0,0,0,0,0,0,0,73.8995292156387,77.4686155831739,54.8239995708977,44.9519483146782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3378",0,0,0,0,0,0,0,0,18.459114773154,16.6856886993007,13.5211601304833,14.6519633714023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3381",0,0,0,0,0,0,0,0,11.1539663410718,10.7638197935345,8.60704987064707,5.1781124903955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3383",0,0,0,0,0,0,0,0,11.8196692480486,18.0236640814667,11.070093829096,11.9626215236753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3385",0,0,0,0,0,0,0,0,18.1902676477979,13.9634479745329,10.6221209566086,6.66563001696972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3387",23.4610777003243,26.6534553669058,21.3044184663358,33.652238050557,0,0,0,0,22.4009434210357,29.5317116214477,22.2337679728501,12.8627933567347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3388",0,0,0,0,0,0,0,0,34.69658453332,28.2355504971604,30.2957995431296,35.3778862181141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3389",0,0,0,0,0,0,0,0,11.0062923852986,11.5923805228745,14.1519017909737,13.5433436372753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3390",0,0,0,0,0,0,0,0,7.49006399522587,7.07511215837889,5.97029670065347,5.64831306029189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3391",0,0,0,0,0,0,0,0,21.4796179360832,24.3951991225262,20.6920424818568,14.5908880261096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3392",0,0,0,0,0,0,0,0,7.46177346377394,3.20746582716463,2.3066538380587,2.6412543636993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3395",0,0,0,0,0,0,0,0,8.63298471786062,16.8002616528538,8.00634087760124,6.80602507477544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3398",1.59816569091863,0,0,1.57544131259034,0,0,0,0,5.40367073560259,5.97164570895896,4.62292440231338,4.01464510907506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3399",0,0,0,0,0,0,0,0,14.8974634321711,15.7936455070403,16.7495600866135,15.052253712568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3406",0,0,0,0,0,0,0,0,6.74313759304134,5.42496932726558,5.23378228200916,5.98531475764541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3407",0,0,0,0,0,0,0,0,13.3705437142705,11.4424736902505,11.7330059042539,10.4392959814825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3409",0,1.98381841131852,2.10308330138004,0,0,0,0,0,25.2341206024666,26.3135835404099,19.1207021604294,34.6670547179143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3411",0,0,0,0,6.40924368627168,8.02625878747709,6.62570834922226,6.03052920054444,11.0446333284002,11.5769927681485,11.4647808480669,8.78126863780019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3413",6.242829518128,8.98272774651983,10.4345376169298,12.6496300823257,11.0431183212747,11.5612559810482,12.8979726557047,9.01653099145591,33.1635595876615,34.8213001565506,29.0947710661155,24.7043773934607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3415",0,0,0,0,0,0,0,0,30.2876777666265,24.785413712721,24.0855983337029,21.2908580864262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3419",0,0,0,0,0,0,0,0,16.2572600589499,15.6398371485173,18.5591878977009,14.6470142969188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3420",0,0,0,0,0,0,0,0,6.6941031029216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3421",0,0,0,0,0,0,0,0,41.3434021961308,8.21521359453938,4.86325150314297,24.1636007534063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3422",0,0,0,0,0,0,0,0,30.4575207667894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3424",0,0,0,0,0,0,0,0,68.0383235389729,53.29361815108,44.3198765954041,63.1884939787964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3426",0,0,0,0,0,0,0,0,22.8756070221804,19.7123850245524,20.0023797326244,18.9045177839469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3429",0,0,0,0,0,0,0,0,10.9659448748844,10.8697616768383,10.7665236063318,15.0050018595315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3431",0,0,0,0,0,0,0,0,8.55061583455729,5.90972897816179,5.68285913451061,3.91399849564695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3436",0,0,0,0,4.7944830823806,5.42992815638734,4.36340460738774,3.63259246791915,12.6028235416769,15.3667635821241,12.3817145561928,10.5708724897727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3438",0,0,0,0,0,0,0,0,21.5090867501768,20.6274986169639,20.8492402518486,17.2021651683763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3442",0,0,0,0,0,0,0,0,11.4256828106929,10.6438856114516,9.55706149900547,8.60958350653527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3443",0,0,0,0,0,0,0,0,29.6286345954708,31.9258665458027,35.5168237335254,26.3356774461018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3445",0,0,0,0,0,0,0,0,7.36542872165711,7.71065877654169,5.39014053347491,5.69940140840209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3448",0,0,0,0,0,0,0,0,13.61729228355,10.2725707782803,8.5179878612883,31.7567939672625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3450",4.3155149272337,3.07652479056873,4.14326242076142,4.22018753824824,52.1356385685,28.1094174154998,32.0787104038903,36.3702717409399,13.8450325043989,15.2675496295363,10.5627526912114,10.8676036814546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3452",0,0,0,0,0,0,0,0,20.7818061927265,20.2770621589713,21.4658047936292,20.4522464144488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3453",0,0,0,0,0,0,0,0,17.2215862344214,13.7876748878114,13.6594024665104,15.4485500455472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3454",0,0,0,0,2.31158731986354,2.00865269247809,0,0,19.5745105614014,16.9722621563217,11.5307090533567,24.4199112089444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3458",4.43876309695362,4.06605533967445,3.2593471779351,5.12859184201678,0,0,0,0,11.6309494776395,10.3338562741756,10.0955734802106,10.1641401327984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3459",0,2.45072630596066,0,2.33728501728234,0,0,0,0,10.4794514551144,10.1925989321788,9.3136203489795,5.07644370633882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3460",0,0,0,0,0,0,0,1.82370730314712,12.8481679837596,8.21613551199041,8.82737542741806,13.3648461159077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3466",0,0,0,0,4.21922886532167,4.11781933910171,4.98685662999939,9.80790724490324,8.31789537942741,7.61441095407651,4.5364463051208,5.93943485006223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3471",0,0,0,0,0,1.73118828438871,0,0,9.74617187229781,10.2878574455664,10.4083098126951,8.89084949069175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3474",0,0,0,1.4854794024359,3.94763125719928,4.9216008351776,3.61863900416429,4.03913295647892,10.4091717874285,8.29786987376457,9.14784022702772,7.01945534239796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3475",0,0,0,0,3.55936220203227,1.66726188078365,2.70807235026817,3.41793031266308,10.7989195275569,9.66918613996602,9.18591600399512,15.829416543827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3476",0,0,0,0,0,0,0,0,9.32687073210014,7.19972511645352,8.24340925443423,8.22308586245993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3478",0,0,0,0,0,0,0,0,5.17638596324075,7.33198882125014,4.97990056879546,3.73261808897477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_347",0,0,0,0,0,0,0,0,6.55602025694986,3.27317661668033,1.80416132940524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3480",0,0,0,0,0,0,0,0,9.04250302004522,7.64801421617792,6.45187591049337,7.31400944068812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3482",6.30579101126975,4.73936038762168,3.76380013857445,4.42110512308811,1.93240065996943,1.83328361444013,0,1.91628532927945,13.6955578071872,16.1424465948956,14.3954714284097,16.5073440333705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3483",0,0,0,0,0,0,0,0,12.7512907259335,0,0,2.28714147800466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3487",0,0,0,0,0,0,0,0,15.3404326682169,13.9943277163672,15.138958261884,12.1670733358021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3488",0,0,0,0,0,0,0,0,15.0490819139449,20.7590614488446,15.1781519804895,19.7584438087513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3491",0,0,0,0,0,1.65767947072747,0,2.28688475200116,20.8354778740035,13.9459450212887,12.5011800254038,18.5506001770583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3492",0,0,0,1.85233788010512,2.87217355285215,3.86651405509802,0,3.45303883668166,10.8732207884657,8.46774888882911,7.70042247154113,7.17713907690024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3493",0,0,0,0,0,0,0,0,12.4272832061278,11.3233046277675,9.79816559456632,6.71631313814881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3515",0,0,0,0,0,0,0,0,90.0055533093938,78.1336271682913,64.3251295897952,48.6121962029617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3534",0,0,0,0,0,0,0,0,11.7410155687673,20.8753317728314,10.0119362700042,9.11814902716868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3536",12.371233419661,10.9060397371761,9.52726165671131,14.1112210021975,8.0032782753894,10.7511622748444,7.15821237719096,11.0315422752463,29.3336438247107,22.960186088032,22.2566407552515,24.6799815877922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3546",0,0,0,1.43804939222036,0,0,0,2.19938482429607,5.17557844912596,6.30224926053924,6.17055859425583,5.88680913651911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3562",64.4287235802843,36.2015285734059,27.51274360739,36.3145806907727,0,0,0,0,19.3573990383228,21.0091149341677,18.0367024445399,26.6188878953013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_357",0,0,0,0,0,0,0,0,17.8507273233191,16.8924363254111,18.353761821929,18.9116828619305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3591",0,0,0,0,0,0,0,0,2.94379044983723,3.99325372013007,1.88304450544213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3611",0,3.46334299026707,0,0,0,0,0,0,16.8878174930187,12.0661346718797,17.6588240069039,15.0971459900466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3631",0,0,0,0,0,0,0,0,10.8941266822848,4.04405649344526,0,1.92391259894448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3637",0,0,0,0,0,0,0,0,8.41096156912568,6.86684822067139,5.05390314550544,4.48046933215304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_3646",0,0,0,0,0,0,0,0,8.46910220945282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_366",3.98812593975624,2.64308678672262,2.1514836648808,2.21316861079283,0,0,0,0,11.6489672303101,11.209985158468,10.5364421118088,12.1886434769137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_371",0,0,0,0,0,0,0,0,7.19516833669627,2.32235588544239,2.16716810811921,2.54385143839918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_372",0,0,0,0,0,0,0,0,19.6794516822454,18.6440174820655,20.7374774511096,21.514584967495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_38",2.38165313751391,2.95164625872437,2.54653293484459,2.87034326126066,0,0,0,0,71.207823958273,62.5609543118908,61.9708304955183,50.9113653780858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_394",0,0,0,0,0,0,0,0,9.27708718617326,6.17752766716264,5.46724754811831,6.93436767448366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_395",0,0,0,0,0,0,0,0,7.34131673740531,5.59017918087712,6.02255394669182,4.50302419031291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_434",0,0,0,0,0,0,0,0,8.093317734226,7.71391513993596,8.83945830251628,7.50123791180839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_435",0,0,0,0,0,0,0,0,25.4028470677501,23.890579608567,22.0060306147754,20.636959149389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_441",0,0,0,0,0,0,0,0,6.88575396535794,7.26382893017057,8.4940077602236,5.9409435010836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_46",2.49951092731352,2.14197412189515,2.27470143903739,2.9389798738948,0,0,0,0,18.9392614252132,16.9950872509523,18.0847031151449,16.8040221658136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_478",0,0,0,0,0,0,0,0,7.99620551535622,5.49785498876443,5.95756056318809,6.01563634394111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_486",2.24879170108146,2.85513226779764,2.26402089121237,4.42365112151086,0,2.36077667255503,0,0,17.8875391399486,19.4471261911725,16.4646943932653,13.9830694773477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_489",0,0,0,0,7.87533866257368,8.80588655204455,7.4485868243575,7.51449115835101,7.14010615596293,9.9041025674139,7.21306638681126,4.56996414205175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_510",0,0,0,0,0,0,0,0,66.9093112883243,90.0080227785678,69.4411826013672,50.8447021666901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_519",0,0,0,0,0,0,0,0,39.3525509577148,34.5643116235793,26.3187267183788,35.4522877553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_522",0,0,0,0,0,0,0,0,21.0274814599586,21.5669648475409,20.0678718900897,17.9914567173838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_52",0,0,0,0,0,0,0,0,9.15891587888393,7.94093596441876,7.48870385132906,6.52415099012797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_536",0,0,0,0,3.24926949259864,5.59303357213748,3.3067036923465,2.86430494552631,8.34479184001521,8.84727606561022,7.84312473709142,7.33611912143123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_541",6.59367890795592,4.22843298452279,4.0593853504596,8.85229526334413,0,0,0,0,8.11150465884807,11.0132707977164,9.61160187526522,9.27101997660454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_555",2.43952046042042,0,0,2.53233835821874,0,0,0,0,9.35343824722683,14.2991723911749,11.1537684726424,7.70862930979882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_558",0,0,0,0,0,0,0,0,8.37711402102278,4.20754633303657,4.60375822876207,4.28516087531295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_564",3.33411917740478,3.23925796992377,0,3.55764360321832,0,3.20189153011662,2.55251297595353,2.21939401124903,6.46429287527827,8.56694576887155,6.55112525155389,6.94068692577926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_566",0,0,0,0,0,0,0,0,19.3307751325456,16.3396470739133,15.5139098170232,14.1593260261617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_56",2.58972874068254,0,0,2.9890704344315,11.0576491072854,13.5008200846854,8.27791341045708,10.7845356385953,9.39425192035163,8.57887139110355,7.90088266067386,5.33832122043523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_57",0,0,0,0,0,0,0,0,7.30380680452295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_5",0,0,0,0,5.84684839610092,5.04895032313887,5.34847795229743,15.1595859314763,9.89795388695805,9.03719824896189,14.1600430365498,12.649230961204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_612",0,0,0,0,0,0,0,0,8.56433286028511,7.46861051789615,7.20465774578272,7.12278456851387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_622",0,0,0,0,0,0,0,0,8.0364393046253,4.64118673953937,4.9827316421763,6.74322946573268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_3_4_S351_L004_625",0,0,0,0,0,0,0,0,13.3744196316465,8.80617795608287,7.98413036180275,11.4025890616577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
