Contig	AN_BR1_4	AN_BR1_5	AN_BR1_6	AN_BR1_8	AN_BR2_4	AN_BR2_5	AN_BR2_6	AN_BR2_8	AN_BR3_4	AN_BR3_5	AN_BR3_6	AN_BR3_8	AN_TR1_4	AN_TR1_5	AN_TR1_6	AN_TR1_8	AN_TR2_4	AN_TR2_5	AN_TR2_6	AN_TR2_8	AN_TR3_4	AN_TR3_5	AN_TR3_6	AN_TR3_8	BB_TR1_4	BB_TR1_5	BB_TR1_6	BB_TR1_8	BB_TR2_4	BB_TR2_5	BB_TR2_6	BB_TR2_8	BB_TR3_4	BB_TR3_5	BB_TR3_6	BB_TR3_8	BB_BR1_4	BB_BR1_5	BB_BR1_6	BB_BR1_8	BB_BR2_4	BB_BR2_5	BB_BR2_6	BB_BR2_8	BB_BR3_4	BB_BR3_5	BB_BR3_6	BB_BR3_8	ML_BR1_4	ML_BR1_5	ML_BR1_6	ML_BR1_8	ML_BR2_4	ML_BR2_5	ML_BR2_6	ML_BR2_8	ML_BR3_4	ML_BR3_5	ML_BR3_6	ML_BR3_8	ML_TR1_4	ML_TR1_5	ML_TR1_6	ML_TR1_8	ML_TR2_4	ML_TR2_5	ML_TR2_6	ML_TR2_8	ML_TR3_4	ML_TR3_5	ML_TR3_6	ML_TR3_8
AN_RF_S2_1_4_S343_L004_1778	18773	13479	7627	19268	181	98	55	102	4	2	0	2	32	14	25	35	71	30	50	39	26	40	20	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_1779	8536	6471	4958	7205	1056	937	1018	2538	61	64	118	50	1712	2008	1692	1661	1715	2746	1883	1444	1894	1172	1689	1608	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	6	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_1793	6575	6336	4643	7011	258	440	342	273	681	560	372	384	42	81	57	46	54	98	66	63	94	37	54	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_1794	2517	1277	684	1547	11	10	0	0	0	0	0	0	1	0	3	2	6	4	3	4	7	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_180	5456	430	266	1665	327	347	557	235	136	69	62	78	0	2	5	3	0	0	0	0	1	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_1816	11380	12484	7468	11906	153	153	99	82	399	379	340	206	1489	2467	2149	1947	1865	1708	1623	1595	1699	3431	1431	2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1
AN_RF_S2_1_4_S343_L004_1847	8026	10384	9039	12656	66	85	16	24	2	0	2	2	22131	22060	12390	24097	22003	34456	22886	17087	16626	19369	17036	14984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	3	0	2	6	2	3	0	14
AN_RF_S2_1_4_S343_L004_1851	1697	616	1871	2126	28	43	25	60	293	474	222	234	20	36	24	25	23	50	29	29	25	30	83	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0
AN_RF_S2_1_4_S343_L004_1853	13260	16304	11722	17434	28506	35821	28363	23647	23084	22535	19237	20536	63837	65828	68715	59250	62838	82895	73219	59441	55197	48747	52244	54117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	1	0	96	44	72	102	64	30	107	57	42	60	82	66
AN_RF_S2_1_4_S343_L004_1861	8966	16403	9865	16770	124	93	29	122	7	0	2	0	179	193	153	193	186	249	167	184	204	124	142	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	1	1	1	0	0
AN_RF_S2_1_4_S343_L004_1869	13725	14255	12984	27473	270	312	160	165	9759	12533	7920	7816	577	826	516	453	539	648	436	438	679	533	394	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	4	0	1
AN_RF_S2_1_4_S343_L004_1872	11041	12380	9325	12039	132	138	254	170	0	4	0	6	2813	2670	2010	2448	2717	3726	2324	1881	2675	1840	1802	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	2	0
AN_RF_S2_1_4_S343_L004_1877	4346	6657	5343	9679	182	222	169	83	11	9	13	7	173	127	100	121	175	226	141	143	107	130	103	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_1882	25294	19171	20786	24489	423	409	273	441	48	51	48	59	44	45	42	34	38	71	46	26	36	14	34	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AN_RF_S2_1_4_S343_L004_1907	6308	5381	5406	6043	108	108	114	145	26	46	42	62	452	460	539	424	591	862	652	530	350	613	571	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2
AN_RF_S2_1_4_S343_L004_1926	1183	1084	1135	2206	86	116	90	100	193	234	143	161	237	277	308	277	268	465	296	279	222	304	196	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_1978	6404	8273	5668	11312	24	46	46	44	0	0	0	2	161	210	187	162	173	167	186	110	189	140	142	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2007	9161	2230	6196	1430	214	227	190	250	34	67	52	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2012	3757	4749	4110	5957	994	1289	918	933	3048	4037	3243	2591	30	44	23	33	24	32	38	32	28	22	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	40	10	3	12	15	20	15	29	31	10	16	3	6	7	6	5	10	7	9	11	9	9	11
AN_RF_S2_1_4_S343_L004_2021	2206	1394	1996	2076	72	107	62	95	179	251	156	138	68	113	73	78	71	113	110	100	72	85	84	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
AN_RF_S2_1_4_S343_L004_2024	1341	374	400	578	26	479	48	31	284	150	82	88	95	65	121	103	96	131	104	55	118	69	116	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_203	50469	45298	42617	46353	429	1424	412	402	34	36	57	31	15	15	10	9	15	19	13	8	10	31	16	2	0	1	2	4	5	1	1	3	3	2	4	1	0	3	0	0	2	0	0	2	0	2	1	1	9	9	0	3	6	11	13	6	3	5	5	1	3	3	2	5	4	4	4	2	1	2	6	0
AN_RF_S2_1_4_S343_L004_2040	2160	1660	1238	2059	182	240	170	849	32	104	74	61	704	383	1427	1693	948	1275	706	665	752	672	1048	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	2	10	12	0	16	9	2	1	2	8
AN_RF_S2_1_4_S343_L004_2052	5006	4316	4256	6659	79	104	50	178	4	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2057	30507	39001	24369	38085	1188	3268	1784	1590	831	840	499	703	21	69	20	17	27	25	24	26	40	25	13	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2067	7470	7053	8594	6697	69	73	102	88	13	16	2	23	61	90	103	74	74	109	80	75	70	41	61	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	3	0	0	0	0	1	0	1	4
AN_RF_S2_1_4_S343_L004_208	13797	6745	6778	9759	13835	17433	13860	12749	20903	29610	26732	20501	16091	19721	17376	17176	18039	23303	17714	15932	19962	26891	18493	14444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	34	38	40	185	14	12	38	16	10	18	10
AN_RF_S2_1_4_S343_L004_2093	10655	12407	10901	12277	131	81	124	316	1	4	2	1	75	206	118	96	149	154	101	103	133	67	88	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_209	13622	6181	7045	7165	112	28	50	102	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2116	17753	51697	21470	34309	25906	74778	39415	24207	2560	7847	9201	3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2132	1399	764	763	1150	19	51	50	42	84	115	84	91	64	22	90	37	57	46	60	49	21	22	19	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2152	1734	1309	1222	1168	30	7	8	32	0	1	0	0	8	10	3	22	11	9	11	4	4	13	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2153	8880	8757	7617	14887	130	110	119	58	11	6	7	7	24	9	30	25	21	61	27	60	22	14	13	11	0	0	3	2	0	5	1	1	2	4	2	2	4	3	0	2	3	1	2	1	4	1	1	2	3	7	5	6	10	9	14	7	13	14	4	14	3	3	8	5	6	2	3	6	5	3	4	6
AN_RF_S2_1_4_S343_L004_2155	1045	694	622	816	0	3	0	6	0	2	0	0	256	113	490	333	253	460	337	537	210	342	346	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2159	20772	19110	15023	21951	5449	6342	5429	5493	85	99	80	85	1769	2082	910	1131	1931	1842	1859	952	1497	1625	1021	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2162	8178	14249	9526	15458	54	48	32	20	0	0	0	0	5	2	2	45	2	4	0	2	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_217	18725	16030	13547	29172	203	335	394	198	163	206	159	133	24303	31793	25002	20776	26420	30600	28565	16045	27097	26640	27320	22357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	4	0	0	0	0	2	1	2	0
AN_RF_S2_1_4_S343_L004_2198	2681	562	922	734	12	4	14	10	0	0	0	0	140	129	123	101	116	173	145	80	80	93	79	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AN_RF_S2_1_4_S343_L004_2206	9511	5312	8493	9311	16319	12614	10565	12049	233	235	241	196	52	61	279	115	87	85	87	141	39	93	68	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2207	6876	5476	6811	10500	22	21	14	16	14	10	10	7	7	5	13	7	6	7	8	6	3	7	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	5	0	0	1	0	3	1	2	2	1	1	3	4	10	1	3	2	1	3	3
AN_RF_S2_1_4_S343_L004_222	4671	3792	1999	4108	51	20	26	24	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	63	37	21	29	45	36	25	79	93	38	50	8	12	9	2	4	5	3	4	5	10	12	4
AN_RF_S2_1_4_S343_L004_2232	4954	5955	3486	5178	981	1423	1035	700	669	768	722	590	204	174	203	175	243	257	181	154	214	121	153	137	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	2	0	2	0	1	0	1	0	1
AN_RF_S2_1_4_S343_L004_2234	18241	16705	15522	11037	3353	2372	3171	3568	859	733	618	894	14	7	7	9	13	10	8	5	11	12	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	4	1	1	2	0	3	1	3	4	6	6	4	3	1	0	4	7	10
AN_RF_S2_1_4_S343_L004_223	3096	2188	1561	1907	0	6	11	13	0	0	0	0	12	5	2	4	3	10	7	14	2	10	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2241	633	490	500	623	20	17	24	5	4	7	2	3	1	2	2	1	0	5	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2270	5200	6665	6827	10128	131	89	73	60	113	105	94	106	54	51	41	63	61	91	59	58	48	50	40	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	4	0	2	4	4	3	1	3	0	1	0	0	0	0	0	1	0	0	1	0
AN_RF_S2_1_4_S343_L004_2290	17214	16093	17212	27599	2356	2639	1692	3023	7618	10407	10146	9509	3231	4073	4253	4435	4535	5430	3808	4609	3248	3985	2997	2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	8	14	14	5	6	9	0	0	1	4	3	4	1	4	1	3	1	5	3	7	0	2
AN_RF_S2_1_4_S343_L004_2303	12198	12209	13543	12876	150	141	127	136	10	12	8	0	119	104	87	129	129	171	97	77	128	76	90	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AN_RF_S2_1_4_S343_L004_2307	3254	3281	4039	5128	519	778	422	433	1093	1051	1173	518	118	134	125	85	120	122	130	134	91	133	61	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AN_RF_S2_1_4_S343_L004_2318	9024	20550	7687	6442	30	46	11	26	62	14	22	179	6254	3638	7516	5403	6615	6887	5146	7256	3964	8014	5809	5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	15	6	6	2	18	6	2	6	10	0
AN_RF_S2_1_4_S343_L004_2319	9427	1134	4993	1088	110	147	134	139	33	16	18	14	2	4	6	4	4	6	2	4	4	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_231	5701	4454	4492	8041	39	43	63	30	20	12	23	16	30	48	47	47	63	98	82	69	35	48	40	51	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2321	11843	9843	8179	12659	130	136	94	95	7	9	4	8	8	15	13	7	5	20	7	18	18	11	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2323	2586	1973	1575	2115	108	101	129	91	0	0	2	0	360	414	377	469	259	588	375	447	220	252	249	325	0	0	0	2	1	2	0	1	2	1	0	1	1	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AN_RF_S2_1_4_S343_L004_2335	9653	8450	8169	14814	69	54	60	43	8	4	10	5	52	53	58	35	182	81	94	82	65	49	57	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	1	3	0	3	6	0	0	0	2	3	4	2	4	0	7	3	1	3	6	5
AN_RF_S2_1_4_S343_L004_2337	2328	2214	2164	2889	432	421	433	368	7	14	18	10	112	114	146	101	160	182	110	109	104	80	80	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2338	683	600	488	1336	5	13	12	9	1729	1944	1587	1620	1504	2023	1724	1890	1774	2782	2341	2294	1528	1218	1761	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2355	9724	6437	6172	8304	186	166	143	316	10	16	26	15	68	55	65	64	84	117	66	54	30	245	42	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AN_RF_S2_1_4_S343_L004_2358	3958	2842	2289	3393	20	36	14	16	0	0	0	2	0	18	18	6	15	18	14	30	4	6	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AN_RF_S2_1_4_S343_L004_2367	12026	12230	9153	17278	651	1276	1071	654	15	6	10	24	172	220	124	321	569	210	112	239	133	117	149	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	3	2	0	0	1	1	0	1	0	1	0
AN_RF_S2_1_4_S343_L004_2378	3144	2825	2251	2852	34	26	18	26	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2379	6175	6465	6527	9810	383	452	323	270	1299	1280	965	670	9	5	4	4	8	8	7	3	7	4	8	5	0	0	0	0	3	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	3	2	6	10	2	6	3	4	3	5	3	8	4	1	3	4	3	0	2	4	2	2
AN_RF_S2_1_4_S343_L004_2386	15779	19966	15989	29549	106	140	126	82	4	6	4	12	686	609	745	596	771	656	661	603	539	478	446	417	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2406	4981	4859	4700	4968	36	58	38	50	0	2	2	0	199	281	188	213	210	209	207	130	235	125	192	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_240	25307	17953	14440	34577	1817	9745	1812	2374	42	28	54	18	4	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2420	5374	2838	2885	4791	62	229	140	98	188	331	270	567	121	65	111	553	166	158	99	152	104	90	170	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AN_RF_S2_1_4_S343_L004_2450	2754	3292	1947	3775	18	10	10	4	0	0	0	0	3	2	1	1	1	3	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2461	1801	1595	2007	1872	33	47	52	79	267	234	285	219	14	14	12	10	10	21	10	10	10	12	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	4	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2473	5734	8608	6561	10481	4460	4766	3871	3756	3573	2900	2459	2190	10599	12646	9348	8022	9124	13358	10954	8830	9790	7940	7409	8829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	5	5	0	0	12	4	2	0	4	4
AN_RF_S2_1_4_S343_L004_2484	9879	5084	3081	6673	14	20	27	18	1	14	4	8	213	366	212	225	199	284	240	230	225	184	216	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2485	1466	472	1331	940	59	14	44	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2489	1290	1405	1401	1487	2	10	12	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2492	612	157	38	59	4	6	4	2	108	66	53	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2502	932	411	657	777	4	4	2	0	0	0	0	0	43	53	45	29	42	44	29	40	11	26	27	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_4_S343_L004_2503	2939	2980	2797	4408	60	49	35	39	17	17	31	29	15	35	25	26	34	53	32	23	22	18	20	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	11	16	14	2	4	4	1	0	2	5	7	0	0	3	10	4	2	1	5	2
AN_RF_S2_1_4_S343_L004_2509	16033	12198	9890	14012	121	71	86	69	15	8	6	9	2766	3440	3116	4263	2241	4511	3831	3586	2983	1789	1898	2435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	4	2	6	2	0	2	0
AN_RF_S2_1_4_S343_L004_2519	3290	3123	3363	3726	4	31	4	50	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
