"","AN_TR1_4","AN_TR1_5","AN_TR1_6","AN_TR1_8","AN_TR2_4","AN_TR2_5","AN_TR2_6","AN_TR2_8","AN_TR3_4","AN_TR3_5","AN_TR3_6","AN_TR3_8","BB_TR1_4","BB_TR1_5","BB_TR1_6","BB_TR1_8","BB_TR2_4","BB_TR2_5","BB_TR2_6","BB_TR2_8","BB_TR3_4","BB_TR3_5","BB_TR3_6","BB_TR3_8","ML_TR1_4","ML_TR1_5","ML_TR1_6","ML_TR1_8","ML_TR2_4","ML_TR2_5","ML_TR2_6","ML_TR2_8","ML_TR3_4","ML_TR3_5","ML_TR3_6","ML_TR3_8"
"AN_RF_S2_1_4_S343_L004_1000_fragment_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1003",0,4.29164613524932,0,0,0,2.84959697060138,0,0,0,0,4.53327001054841,4.24871732216173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1008",4.44726171660492,5.44018073005092,6.11998503728102,3.57277086025462,3.30568415283014,2.87765555756985,2.32961612431154,2.96560440392674,3.3399035458576,4.31189422176037,5.20375601051821,6.77525453887768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1041",3.21030096050259,5.51762792211928,3.76964456598857,4.274544169589,2.71350452157762,3.27025126109948,3.01272538387476,3.53282775533378,5.24807186031725,4.09666044229262,4.80385530527467,6.60496824683372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1053",3.98535086448183,4.84147078230541,3.32716488043549,3.96497368738297,8.72531126133134,3.1718694288107,3.6904390859522,12.4553471506812,6.64448576897417,4.73942231637724,4.73690165310776,14.0999986447974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1073",5.93163368705214,2.66053627477799,8.64119133036945,9.85121329852319,4.63948036849521,3.47499980656734,3.51313917242579,3.84263021866965,8.20807750117166,4.84458671982739,4.94342543484336,3.6781606229936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1155",19.9050246299745,25.5770828763523,21.0711798175735,15.2361776216289,19.524701595675,16.1302383832013,23.1387301562632,20.942333347459,19.4086578787959,27.3700462887937,26.3815903186478,27.086080288831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1192",0,0,1.6922325156841,1.65762537890985,0,1.39291415776031,0,0,0,0,2.51993578968424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1343",2.21196785722044,3.49031566148262,2.11809338639832,1.96319854235509,1.96989614354621,1.82392026650548,2.58639399795713,2.82028070986117,2.91252139057086,2.28441144802093,3.34101917905529,2.68068874708504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1397",0,0,0,0,0,0,0,1.69196813169593,0,0,0,2.50707512255867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_142",1.571268136767,2.1741637095566,0,0,0,1.60128333266088,1.5700958186468,2.15113233503027,2.32035252391054,2.05439967908279,2.2581608525398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_148",5.03398292934977,5.29436990672156,5.43872740872239,6.5338367054119,5.557676656737,4.72566990932525,4.24264935958212,6.05308878472971,6.86335933692195,7.46457733684128,7.15685938034981,6.2922959556297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1498",4.19711993662687,5.05956963719358,3.88112296840593,4.38298716848699,3.91938854758219,4.24384766826619,4.64349754244201,6.54329727335627,5.35156179065765,4.94241228887959,7.13234905744217,4.43298372752779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1513",6.31297696706027,7.54716887080263,4.88075301437908,6.70845908376655,6.80996312798147,4.85434908492658,6.69252079669152,7.96205747300252,9.70410249243721,6.66904935630588,8.4202946969093,7.2255191965446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1552",0,0,0,0,0,0,1.34551864056732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1557",5.27435077310038,2.57930760013971,10.7131912706135,8.05117250181241,5.51587481271939,6.88088730897617,2.69605879451427,4.95996800869641,3.59768552414313,8.31404733270885,11.2865486915311,6.96677269187796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1576",0,0,0,1.65424206580983,0,1.28146094655578,1.78081417171034,2.17294301819192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_163",12.669685649339,13.9709093101177,14.5227606411821,11.1692799888254,13.7031654602087,11.5009456039027,13.3866025133134,16.3599856883252,17.3642926204493,19.1829183205604,20.9954861758708,18.3511904598347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1651",6.1397085980123,10.6661157349449,5.87106511822298,9.0163563185429,8.22221684269297,6.22370748899835,8.20782698138354,10.4735899476952,10.2417756399553,10.4198285647155,7.97477780278476,12.3796920330943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1674",6.90013354525647,3.32750723170056,6.69748154596939,4.33614268537895,4.46568619963996,6.3588168755018,2.98744047991515,5.32198596400277,4.23094371601361,8.59297582815859,10.3308622634784,7.7398932767283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1686",29.3516542730291,13.9128336839941,45.9841861976916,24.3020023868206,24.1911147252595,15.8385480352997,17.6390311494716,34.8219487381296,27.6467605695776,26.5874787567617,35.3716466819885,61.9286288028315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1779",3.08520601466606,3.85199712239697,2.80460767810293,3.13090959090868,2.91934140220906,2.9992746635828,3.20778297279383,3.35536100867232,4.49997916471921,3.35176572299861,5.05988801912287,4.86431180923661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1816",0,3.51634194005009,2.68170762444624,2.65789790630105,2.29993787800282,0,2.10430368289453,2.66435812173469,3.10432490174634,7.38265362303876,3.26246068738978,5.58759681965808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1847",24.3872953207177,26.3051385460265,12.6308198985614,26.2760491157493,22.4644174141308,23.4794906484181,23.6668983005221,23.2973173526313,24.1894061140668,33.4815223628957,31.3409463737193,27.8522390630301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1853",108.917706111854,122.04921644204,108.918156070984,100.99615240639,98.6769309036593,89.018739394848,120.275186931386,127.20740544153,125.297816832351,133.826134410537,149.536518212066,157.211071689667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1869",0,2.42492369025902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1872",5.44578000452442,5.92274413298435,3.66951274447636,4.86718093292763,4.99566961330256,4.64545994127338,4.4137363730867,4.75465151839466,7.18582882496815,5.82694584586499,6.05430715397909,6.97105789639867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1926",0,1.74664236745642,1.67162749219616,1.57316791956058,0,1.56889886963591,1.58017369368647,1.92281457668151,0,2.73530283374753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_1978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2040",2.7270571104866,1.56371586668046,5.24877649848975,7.1328376875898,3.63490649901753,3.16107145169462,2.68192250996629,3.25222044221381,4.14652711963448,4.261483996916,7.12837397111725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_208",28.9808565319041,38.424848084059,29.0629753525319,30.7886147083748,29.9150998030915,25.8791381928804,30.4840639666311,35.8245683226527,47.9138180713594,76.9242935476679,55.8774459033426,44.5820326045619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2155",0,0,1.90143901012976,0,0,0,0,2.85140057979247,0,2.29567444328956,2.42652679770859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2159",3.430737853774,4.12645000026483,1.56512521778253,2.07027198232888,3.43832920476142,2.20892431147918,3.35349132808188,2.17194814172103,3.90563577821638,4.9484303867441,3.23698887045108,3.09862928827404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_217",42.3886754369889,59.7963414451802,40.1157189653673,36.3836723713334,42.2726154465863,33.3106084997081,47.0222971979513,35.1611928894974,62.1913283006344,74.0085268462158,80.0645692246526,66.4055620161236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2290",6.25697713272424,8.62386565313292,7.63165974218355,8.59339924674188,8.40437295593008,6.58673304513406,7.18203689113929,11.3034473966962,8.68068384026985,12.1466912965291,9.84120711530668,7.89878859389489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AN_RF_S2_1_4_S343_L004_2303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
