"","AN_TR1_4","AN_TR1_5","AN_TR1_6","AN_TR1_8","AN_TR2_4","AN_TR2_5","AN_TR2_6","AN_TR2_8","AN_TR3_4","AN_TR3_5","AN_TR3_6","AN_TR3_8","BB_TR1_4","BB_TR1_5","BB_TR1_6","BB_TR1_8","BB_TR2_4","BB_TR2_5","BB_TR2_6","BB_TR2_8","BB_TR3_4","BB_TR3_5","BB_TR3_6","BB_TR3_8","ML_TR1_4","ML_TR1_5","ML_TR1_6","ML_TR1_8","ML_TR2_4","ML_TR2_5","ML_TR2_6","ML_TR2_8","ML_TR3_4","ML_TR3_5","ML_TR3_6","ML_TR3_8"
"ML_TR1_5_S182_L004_748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88367730877692,5.38463761079662,5.86685559457366,6.23716413297299,6.49670660403648,7.22771462499657,5.33898045378416,7.44120523897834,9.3557419916307,7.70272914909901,6.37689655452889,7.16864673906101
"ML_TR1_5_S182_L004_754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98726145355522,0,0,1.86892094797307,0,3.2272585796908,0,0,0,0,0
"ML_TR1_5_S182_L004_783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4702147766626,8.76228823075273,8.95797219601008,2.38586271853485,3.5556243539785,8.14908980634028,4.38181121416721,7.13706627159285,3.24867983991621,7.48852746311585,2.41889164833497,6.3480930477383
"ML_TR1_5_S182_L004_821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0589474667322,5.25731024560783,7.44387669394079,11.0127436642321,15.1167861691636,5.07880724946291,14.7956574675795,12.4452296632746,30.9074737265894,12.1012216482758,12.9965688858135,14.8868617477494
"ML_TR1_5_S182_L004_851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8010567611224,7.58111167592453,8.95278200200323,11.7227538201646,8.92380409498248,6.42889604535468,12.7785794517258,14.9096394725429,14.0894044840311,10.3366705125352,12.0112172826148,15.0730727042123
"ML_TR1_5_S182_L004_924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50702910575773,6.73884232230251,11.2674445492855,10.2389482404723,12.5076598311477,11.1532073205943,6.35799965806637,9.17324829500588,13.7168338249493,8.56565955012366,10.7457122310044,9.0215266469071
"ML_TR1_5_S182_L004_931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64692449341341,3.70777042878535,4.87930850724294,2.84081669430875,4.714064819722,6.67710019565483,2.08853882476194,4.18589235812818,4.85797467753446,4.86478258051572,2.51950725022807,4.43627315513946
"ML_TR1_5_S182_L004_943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59080331707538,3.83089123510597,3.72963686925616,4.60730890485899,7.69366818615839,8.31702017501299,4.14037713752767,6.6265336961938,7.41055625490649,4.85430164849754,6.73662337442991,4.98719463034804
"ML_TR1_5_S182_L004_998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47460757076684,0,0,0,0,4.36295404006189,0,0,2.70163318593855,0,0
"ML_TR1_6_S183_L004_1015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94966417389485,4.86592937967079,6.86460644027911,4.35002667011159,6.55865053931698,7.18807674965312,4.97312729063775,6.74467579607097,10.1343639769584,6.43053754824646,4.60032874452316,7.61035570335854
"ML_TR1_6_S183_L004_101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77378858315411,13.7202011892399,17.3917863338282,16.5722516010341,14.9466080230518,31.3528189857315,9.78257636594154,14.0041692984104,12.9823193974664,14.7117693884439,10.4576788662528,13.4644588485498
"ML_TR1_6_S183_L004_1037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09722129515387,2.08038566077993,4.76296158017054,2.05282808174147,2.98861302169933,3.46886291587118,1.69954071170569,2.87872001740921,3.49646998195829,2.60278073101931,2.9423778451698,2.97573247747494
"ML_TR1_6_S183_L004_1075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55514930087096,4.63983680506825,5.72256923191334,5.49913423207299,0,3.73739527677135,1.86002942621051,3.90027280017164,0,3.60250191527409,4.1972838366064,3.67534827780614
"ML_TR1_6_S183_L004_1076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7759516207614,0,0,0,0,0,0,0,0,0
"ML_TR1_6_S183_L004_107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5673743315034,7.71102336126471,11.1554248141112,8.59154194691092,16.9433607954296,13.4628288444464,10.279425456862,11.9682611390899,19.3486781946067,10.0333013376333,10.237676028306,12.329035745758
"ML_TR1_6_S183_L004_1109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5279328933378,13.718067504595,19.4790333015352,17.9052198153174,22.9492899081542,21.4405046915596,18.3496253588546,23.2329962003524,32.2542555183307,24.2033284768037,18.8526687818415,24.8463369275722
"ML_TR1_6_S183_L004_1118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41646794579465,7.02840960067915,8.57100242526244,9.04090479729093,7.13943229010854,8.13938270038437,8.62446653450509,9.23095522311676,10.9574499293009,9.85427910186984,10.1656191535117,11.2775635697263
"ML_TR1_6_S183_L004_1134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04440122105861,5.86362403257247,11.1507021967084,6.58894856300191,6.12729710973445,13.0974335320299,3.32280050737986,7.15903975809789,5.53371992520219,6.9099020402836,4.0465064228549,6.36798449296094
"ML_TR1_6_S183_L004_1153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4110578812033,4.5556131434838,7.64440615027389,5.12192247453175,6.21057489215021,7.0200129353966,2.57311533326196,4.84202320834073,5.58992654872683,3.90888667054028,5.49552684416524,5.07472343004479
"ML_TR1_6_S183_L004_1158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2534784804616,39.9870630994801,46.4448272867056,79.4667945385363,57.6438791916447,41.5322256515031,103.482494920959,77.3875670401931,154.699177114029,88.8138693538726,110.905502993937,76.2063727115949
"ML_TR1_6_S183_L004_1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45320252977059,3.31989651541249,5.21162100925681,4.07811420101651,2.50802034500522,4.73534504531066,2.87647369699305,4.27121963406913,2.75806787401936,3.53453598526896,3.23165745586734,4.1480142759795
"ML_TR1_6_S183_L004_1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42234043405103,6.14087822363039,8.67137959670049,9.78990822825881,6.8292180787512,9.7105540398776,9.77721389274804,11.9899488046419,10.551072963022,11.2495350256214,9.56714251657549,10.8097579113474
"ML_TR1_6_S183_L004_1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02706380926301,7.4673167984198,11.6100048499555,4.50633070185533,9.14004413869954,15.8365634261687,4.54292771250322,6.57783132379091,8.4209618926109,10.6305612966482,5.75036749307619,7.58416163436766
"ML_TR1_6_S183_L004_1308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34217111030866,3.66039149882468,4.54729585395306,3.93464698814565,5.18822453361408,5.81095777652029,3.81309046061877,4.80126195886732,6.17890488141826,4.1625179649129,3.95012790187034,5.55500901488827
"ML_TR1_6_S183_L004_1354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38457638655822,3.913948613369,6.17443835418449,3.71810450198,2.80933873933847,3.58367740523587,2.27839052689738,5.27606005293353,3.07837433345535,2.96733356494337,3.22081436872041,3.59174012819401
"ML_TR1_6_S183_L004_1379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49200651739558,2.38309200060019,4.97896838431156,2.2520438704891,3.5026532969947,3.72809126919018,0,2.47585450027925,4.21621278780616,2.54986783822192,2.76558370048991,3.01164089450233
"ML_TR1_6_S183_L004_1400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61855108726313,3.90942670785962,6.3970267441144,4.12205346467512,2.50182327587772,10.1881619979775,2.99950154273667,5.61732216103683,4.33928869465778,5.5207644028675,2.78443609457154,4.79130622351614
"ML_TR1_6_S183_L004_142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93121332041553,2.85607398661513,4.88691014090976,4.11013875793576,5.03125533096855,6.12707162497372,3.11159950473347,3.98679607408395,4.85494302010987,4.08396279263178,3.41836109524087,4.5120541959929
"ML_TR1_6_S183_L004_1434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4593906187125,16.3753167843514,22.6383837597114,22.2302458618442,27.766453190696,25.8369261620085,22.9493505795363,28.8268304085319,33.0382787692438,30.8522107524468,31.300609897883,29.9956454992173
"ML_TR1_6_S183_L004_1457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84238973431605,7.19324758388492,11.8488259253696,10.647944629521,7.59077785892141,9.89217121096345,5.11465318060691,8.48686211681999,7.92946903196358,6.99138139060862,7.08416272628591,9.99532268294942
"ML_TR1_6_S183_L004_1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34122698997865,7.07113321868735,10.6606247570798,7.58574998078731,4.4638826424488,12.4436971291848,7.42443020681328,11.0182407423404,5.57989106649971,10.207421763428,7.44350748963712,10.1932601111398
"ML_TR1_6_S183_L004_1472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27972247119374,6.03282268773372,9.04793524645299,9.53389576368161,7.61934734869427,14.1884789047354,6.26681803377453,7.50134440046692,8.45494217363664,8.90334388126877,7.79003404219413,7.86331694196956
"ML_TR1_6_S183_L004_1517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94242591944848,4.9677756231642,6.48017170308737,7.123766765982,5.92366855914922,4.28708288560234,5.71562407474269,7.99699494738371,8.42121317389615,6.70841114488617,8.61089457580852,7.7282568508152
"ML_TR1_6_S183_L004_1568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8069007793604,14.1699593233142,23.4786282873266,18.8125659246124,16.4407068492623,17.9028642374081,11.9242615179098,17.550537741906,17.8287610332365,17.5915153620308,17.9441526723262,17.9348918206037
"ML_TR1_6_S183_L004_156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6456957575479,14.5323730671692,23.6890593107423,15.1152811570704,15.0236302138651,19.9924553961422,10.8654932768205,16.5567219643434,18.8159080238967,15.4643934004631,16.9190171012648,16.0527319761183
"ML_TR1_6_S183_L004_160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80265906606403,5.17035379805128,11.9704155199755,7.47047607212104,6.53193192302264,12.561499103201,3.76749842472269,7.15989701301172,8.11017784004307,6.93721193968712,4.55220184971514,6.61348159543005
"ML_TR1_6_S183_L004_1613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16611447543611,9.12860104390129,13.9620322963562,5.39507935436445,5.52033426757214,12.9631614338156,3.93710611749013,8.73945755379465,5.68395190311406,7.35810460694396,2.96113045415661,8.1867234693851
"ML_TR1_6_S183_L004_161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58072343485173,3.63761844607943,8.8988195389846,6.13150522619038,0,2.30976147897661,0,4.79151493410662,0,6.86869073312613,4.04190650470468,1.75010156416291
"ML_TR1_6_S183_L004_1652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78265460074396,5.6548740500373,7.30018852948483,4.32850442543502,7.21799570637396,10.8390272988679,3.68678312761771,6.93618311272157,7.82597191157944,6.32654935707155,5.56785977811295,8.00430980689949
"ML_TR1_6_S183_L004_1659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90482289013338,3.2731896101783,6.39137328382899,4.3752673989622,0,4.00154227847505,2.56392537749016,6.5859957800806,0,2.72058489513509,3.70944324408122,6.46012495527291
"ML_TR1_6_S183_L004_1710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0137890678745,12.2799067628352,15.0877909049019,22.4939740686738,26.3694114840785,25.3547516624967,13.2118343260888,18.6406062467553,24.6660683946795,20.9603333707247,20.2424722822074,24.0118394112012
"ML_TR1_6_S183_L004_1727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6472076770607,2.80345210159689,5.61456868777598,2.57604128679708,0,3.47652503976155,2.29280255092785,3.84276861882632,0,4.74520696185282,2.60467538173223,2.28516915962371
"ML_TR1_6_S183_L004_1741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77387400673784,3.20493699147521,4.29493988824613,2.72205271621575,2.7393047733707,5.25481092801188,1.61729474790276,2.16580229351059,2.02900612222153,2.91328008258074,2.04443167566444,3.16993385308289
"ML_TR1_6_S183_L004_1764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30549638426048,3.56553648954877,6.34449671467191,4.02529284106114,5.85600335047896,4.29758445140863,3.72413687744839,6.70311510050509,8.01297890558698,5.0394361036307,4.04451800099946,7.07339639286735
"ML_TR1_6_S183_L004_1791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32040880107968,5.86768351697547,10.34713853831,4.81758446373068,7.70890357052797,11.2904511227555,3.98823276743529,7.62588186113847,6.9268497807786,7.76532233334952,4.5501197579993,7.2715128511604
"ML_TR1_6_S183_L004_1893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03996037417626,2.88706561285424,5.63345756444112,5.08134054795063,2.45392273037954,1.6675662944869,2.04458114799388,3.04878629175293,3.13768069112012,2.13430415499938,3.88292924107964,3.81792173838065
"ML_TR1_6_S183_L004_190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55887669695878,4.43741421646847,7.97774703970833,5.2588469537976,7.16151480404175,5.18524642571586,4.62314453537707,7.9709069492104,9.56647340049332,6.23768272998007,4.91946574456031,8.8472943326212
"ML_TR1_6_S183_L004_1927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74333730223322,3.4360806777595,4.83904744426165,5.09081733193404,2.13538890787259,3.31536922897132,4.03764241432508,5.73920530264286,2.93315951973572,3.54768866977152,3.72481665218674,5.88522894768826
"ML_TR1_6_S183_L004_1931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92241099741857,7.19541523397389,13.2106104570054,5.95352427521677,7.57859836988086,8.5103683274278,2.43407602203104,5.59858409701919,4.8306354019045,4.81611795617746,5.91398165745955,6.74634987780258
"ML_TR1_6_S183_L004_1935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87051983150425,4.70602113283691,7.50626865421265,5.59139049888422,6.82401418813185,10.3825595672524,3.45368107630568,6.37341454872782,6.74833840189763,6.83044468035458,4.83700967098345,6.0502019123938
"ML_TR1_6_S183_L004_1937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41246326445863,4.86385863340305,6.81388609158863,8.2268733064454,5.46163101433939,4.9178234483535,5.2256234160412,8.99098675072792,7.24433817188246,5.7438297269274,8.92676681720835,11.7530718891095
"ML_TR1_6_S183_L004_193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09036669214202,4.7475539141906,7.40854045884562,7.32428973455923,6.10773857795086,5.94042859534087,6.26290040160122,7.85638029204016,9.19374812649828,7.10812970376307,6.85903357469363,9.40081720255389
"ML_TR1_6_S183_L004_1945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78862442559273,5.26756575344921,3.23596971083623,0,3.83441564081671,1.8531318808185,5.07598569769774,0,2.87887272834946,0,3.81456219483744
"ML_TR1_6_S183_L004_1947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46373989874583,5.06962612256867,7.96925944676484,3.97033571329116,5.34252875903774,10.7916052950612,2.92799896315644,5.49933082157508,5.90222175053403,6.1532283783405,3.8749392505203,5.43586731981748
"ML_TR1_6_S183_L004_1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10609880076953,0,0,0,0,0,0,0,0,0
"ML_TR1_6_S183_L004_1968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5512001257396,3.82695801998037,2.18524982289174,0,3.20786663048288,1.62900783175086,2.82549036171791,0,0,0,2.75892887889405
"ML_TR1_6_S183_L004_1975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49980841412275,3.66069636937712,9.54101398440323,6.02492501661785,2.13567220074339,5.08872690178475,5.08419689458489,7.33776758221135,0,3.85464968732764,4.40499553872475,6.82888712173935
"ML_TR1_6_S183_L004_1985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69893118909833,2.48615232457009,8.42548771356374,5.75740503505558,6.64595554985156,1.87646100535941,4.24767759098737,4.48601756339195,7.12297187520368,3.50407752954641,4.86184722941001,5.29729179793291
"ML_TR1_6_S183_L004_1988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3858598577126,7.76447760427445,10.2444693981879,7.1694823589729,9.88070317813265,16.4966150697611,10.7160595133287,12.1795939702304,15.1233808191105,15.5576138214347,9.04027042122169,14.2829877530767
"ML_TR1_6_S183_L004_1993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76351450310431,7.90963171691728,1.48870426667896,1.92801371637697,3.66358990735593,0,0,2.46222095540252,1.8410156912916,0,0
"ML_TR1_6_S183_L004_2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75728085239179,0,0,1.8641909157074,0,0,0,0,0,0
"ML_TR1_6_S183_L004_2030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5962031461575,10.5769126155049,0,3.06722032982092,3.48857202970139,2.22799029504616,3.03242982640796,7.6836522172391,2.46193572277632,0,2.46831258810726
"ML_TR1_6_S183_L004_2033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00314062423647,7.84340101969081,11.4648415234802,12.6007864037955,9.46497915752813,14.8846062254819,8.91283346929746,10.5280812016709,10.8644258539125,9.98033672643917,10.7662691253439,10.2987721571596
"ML_TR1_6_S183_L004_2036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0222042635946,5.84892395205591,10.1444801560365,6.80692628513898,10.1197955468312,3.96412386061307,5.07588477559328,4.67364669832201,11.6455529598084,6.50342577666221,11.5901610680159,6.4300066337624
"ML_TR1_6_S183_L004_2041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29782488428442,4.35311730410698,6.43978770212925,5.27667067810873,6.93678819978605,7.73954826851686,3.3312850119771,5.39762420629509,6.98422178536593,5.17181282115672,4.64815278962705,5.21727625849161
"ML_TR1_6_S183_L004_2048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88326855996341,1.98575408683508,2.83952122075844,2.26488203826796,2.98479172454956,4.24466987471447,1.71131694106195,2.59274955158922,3.7389934733892,2.30411723401244,1.7916472015235,2.40803773744237
"ML_TR1_6_S183_L004_2081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5379477565345,6.66332281729584,6.59181063038219,15.7232213954195,12.3276300677281,6.12346967913436,22.4400600286736,15.4520536129204,32.2223953590469,20.5546671962216,16.5759136239693,16.8506937059496
"ML_TR1_6_S183_L004_2099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44679539376895,3.69639544247927,5.66804642659174,6.5461148626912,0,4.74476849310025,3.99268558634448,5.49631925231139,2.67849644992797,4.51423031442554,3.01371477244636,5.02952542481603
"ML_TR1_6_S183_L004_2123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45610749131794,2.1554896415464,6.43045790908224,8.0525964513153,0,0,1.90628481627571,4.0679665214676,2.82300882989155,2.28030230472772,2.91343259642943,3.19912252803567
"ML_TR1_6_S183_L004_2153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9050835626528,5.91185717299109,11.6685025249245,6.25705420140387,7.59352160098106,10.9476789299146,3.22810525163363,6.63023720377787,7.98313015042774,6.51047588926525,4.57933252397831,7.79277056665582
"ML_TR1_6_S183_L004_215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72751156585922,4.9013498542869,6.72358008916765,4.79124842321767,4.9839533381118,4.18373248639898,4.5933858685286,6.3748077829116,6.26301295834623,4.75434341447242,5.42767870665329,7.24679763631671
"ML_TR1_6_S183_L004_2179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22744277954847,2.6847020340983,4.49129694958488,2.52142660129396,0,3.83364978349353,3.3792845723512,2.97490391476828,2.8135070639861,4.56938997372788,3.66029461979065,4.24113929469167
"ML_TR1_6_S183_L004_218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7456396713899,46.9134887943117,65.4558239038801,70.8981929861308,85.9888019943251,67.697516716142,74.1081721005281,93.1150183429872,122.099755981277,101.489570996564,77.9249178402374,113.784634073074
"ML_TR1_6_S183_L004_2229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98234837747054,5.51871313220538,9.20161146560784,4.86274133986127,4.98295865645789,3.12929055678898,3.50072741688983,5.26702794445998,4.72280791010621,3.41507116332525,5.10759132153502,5.16523297178695
"ML_TR1_6_S183_L004_222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54551000586734,6.62347030236943,7.55607352726769,6.77693515903336,5.40863009485983,6.43909758051357,8.34358568734752,12.5201617486413,10.4104682634534,9.09313150023255,6.42838440158217,9.88873099807854
"ML_TR1_6_S183_L004_2290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09293412050769,4.93045537532304,7.14378865318614,6.10435894281381,11.2345109053672,10.7390831647661,4.75461234121216,5.18777444175143,8.82731155128073,6.89253908045182,5.76032173575496,5.63926440198756
"ML_TR1_6_S183_L004_2319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12211800070592,4.42940778377245,6.81409383053272,3.40490912482527,6.53737130647764,7.90633719909541,2.65108714567881,5.08235371367195,5.22037126506801,5.89063915927552,4.08930093032446,5.91241292214948
"ML_TR1_6_S183_L004_2320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.083584602338,58.993106653192,34.5361412487273,58.2736109814334,163.886078172385,48.7778227737651,55.0563238200269,61.9970080808549,216.277968876877,81.7075776423633,111.945772314156,86.8459417690249
"ML_TR1_6_S183_L004_2321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35050223818764,3.73277742561889,6.74060587452682,3.42166406595845,3.88116143278863,6.35627748355933,2.89626679521942,4.71292966394279,3.14302067484106,5.62051496763798,3.25140898354169,4.78321275289733
"ML_TR1_6_S183_L004_2337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.248904733875,60.4637039848428,78.539648013082,102.636314215145,81.3404630246144,80.1887828069458,117.543739942729,135.788731268123,155.447410730458,123.043108410497,114.743560003856,145.246631086765
"ML_TR1_6_S183_L004_2340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07412854963797,4.69355925231971,7.91482659606043,6.32911006147987,9.65783776895635,5.94527593466636,4.90706925709495,6.80138250680512,12.7082163869217,6.6143125057543,7.61669044279699,7.40186969051895
"ML_TR1_6_S183_L004_2346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60481234653247,3.89647809843628,6.4001979254788,3.93832491521299,2.40300416882546,6.64811893154099,2.71292577025928,4.72401627297393,3.37775675411464,4.30411388449331,2.40465674156908,3.6287452137652
"ML_TR1_6_S183_L004_2357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93749568691663,4.89562819107866,8.65359107114968,4.06557513065876,6.60109827325804,4.72503985064802,2.85176202054728,5.19028600629946,4.67844112228244,3.81068527066936,4.3777472189996,4.9083412582686
"ML_TR1_6_S183_L004_2360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8917974343773,4.55230253573982,8.21344219217483,2.78465346473122,1.81197637527892,3.93944057004363,1.53841319961826,5.14655477664248,0,2.90916399440867,1.93206870846942,4.08832531224219
"ML_TR1_6_S183_L004_2396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39268032074402,8.77372189952487,4.69946533326985,2.10332212923193,3.18083900918224,5.6924930129082,0,0,2.27199461223488,3.13200076293833,1.52760157174984,4.25873446051768
"ML_TR1_6_S183_L004_2406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69354042881545,6.478327611607,5.88127194641228,5.67194824362245,3.57819619196128,3.99713748928595,4.30266313309825,5.87021922281501,5.43937252051468,5.73764022833796,5.13719157982776,10.1926116728409
"ML_TR1_6_S183_L004_2415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8995518236749,10.8268740672273,17.0074140026521,9.75563612418208,16.2634478845261,14.4379304211098,10.5466084605815,14.184272889294,23.3679479930544,15.3802018180624,11.9274075096874,14.4224129037963
