"","OTU_ID","baseMean","estimate","stderror","statistic","p.value","p.adjusted","Sig","pH_Enrichment","Comparison","Site","Type","bonferroni"
"1","ML_GL_S1_1_4_S355_L004_1084",1082.92578608056,-12.8521691464653,1.28481564118635,-10.0031231987479,1.47664996603019e-23,2.0947334518114e-21,"S","5","4_5","McLaughlin","Tech",1.75957609952158e-19
"2","ML_GL_S1_1_4_S355_L004_124",7134.03037428929,-1.38297554403186,0.263620246413467,-5.24609002095677,1.55361012679469e-07,2.09895898762875e-06,"S","5","4_5","McLaughlin","Tech",0.00185128182708855
"3","ML_GL_S1_1_4_S355_L004_1277",491.528067842507,-12.086581708109,2.56241695605817,-4.71686767430001,2.39503349662265e-06,2.41970671840764e-05,"S","5","4_5","McLaughlin","Tech",0.0285392191457555
"4","ML_GL_S1_1_4_S355_L004_1693",4088.45301989356,1.16402168136827,0.177906917319839,6.54286915261202,6.03496302721075e-11,1.99757276200676e-09,"S","4","4_5","McLaughlin","Tech",7.19126194322433e-07
"5","ML_GL_S1_1_4_S355_L004_1773",170.743149854301,-23.8588395642428,4.24719359078782,-5.61755405169022,1.93679595836185e-08,3.20539731108885e-07,"S","5","4_5","McLaughlin","Tech",0.000230788606398398
"6","ML_GL_S1_1_4_S355_L004_2556",1503.82309124067,-24.3721802528255,4.24711373652712,-5.73852780141336,9.55030877776269e-09,1.8237416569843e-07,"S","5","4_5","McLaughlin","Tech",0.00011380147939582
"7","ML_GL_S1_1_4_S355_L004_2571",195.159609905824,-24.0181549679925,4.24717860557457,-5.65508475119644,1.55769390624622e-08,2.77650907096968e-07,"S","5","4_5","McLaughlin","Tech",0.000185614805868299
"8","ML_GL_S1_1_4_S355_L004_2768",1248.39019301513,-13.373420640053,1.26757802463782,-10.5503727424386,5.05959705964583e-26,1.43547996577952e-23,"S","5","4_5","McLaughlin","Tech",6.02901585627398e-22
"9","ML_GL_S1_1_4_S355_L004_3085",98.3854956310081,-22.2123217366158,4.24741863953312,-5.22960499581397,1.69872602859828e-07,2.27950668432175e-06,"S","5","4_5","McLaughlin","Tech",0.00202420193567771
"10","ML_GL_S1_1_4_S355_L004_3141",717.693268586977,0.728589395216447,0.105199289373226,6.92580149122071,4.33514006655573e-12,1.62445059852447e-10,"S","4","4_5","McLaughlin","Tech",5.16575290330781e-08
"11","ML_GL_S1_1_4_S355_L004_33",678.146998953777,-12.1615202860477,1.99900300738979,-6.08379289130118,1.17372202267084e-09,2.84269748417596e-08,"S","5","4_5","McLaughlin","Tech",1.39860716221457e-05
"12","ML_GL_S1_1_4_S355_L004_3807",550.15054140025,-12.1815754531598,1.96866147142974,-6.18774514051568,6.10308937806955e-10,1.61609806731282e-08,"S","5","4_5","McLaughlin","Tech",7.27244130290768e-06
"13","ML_GL_S1_1_4_S355_L004_4031",978.85994945593,13.7918272759804,1.99481699657527,6.91383084245745,4.71737655627380e-12,1.73494626680737e-10,"S","4","4_5","McLaughlin","Tech",5.62122590445587e-08
"14","ML_GL_S1_1_4_S355_L004_4063",243.139354503274,25.0770642713002,4.12373855532202,6.08114795224742,1.19325120318995e-09,2.85517697534367e-08,"S","4","4_5","McLaughlin","Tech",1.42187813372115e-05
"15","ML_GL_S1_1_4_S355_L004_4189",250.717475573573,-24.2304456542823,4.24716050150577,-5.70509300171061,1.16279582150809e-08,2.17859669954251e-07,"S","5","4_5","McLaughlin","Tech",0.000138558750090904
"16","ML_GL_S1_1_4_S355_L004_4325",7072.84999329877,0.330840927617214,0.0701271827555273,4.71772734362607,2.38493825185933e-06,2.41970671840764e-05,"S","4","4_5","McLaughlin","Tech",0.0284189242091558
"17","ML_GL_S1_1_4_S355_L004_4524",8560.71836556971,-0.635648984356166,0.112888717772144,-5.63075741226125,1.79419939443323e-08,2.99927306180142e-07,"S","5","4_5","McLaughlin","Tech",0.000213796799840664
"18","ML_GL_S1_1_4_S355_L004_4526",3021.86337491532,0.937041415166582,0.128176132776288,7.31057643002888,2.65998795587085e-13,1.12398640007649e-11,"S","4","4_5","McLaughlin","Tech",3.1696416482157e-09
"19","ML_GL_S1_1_4_S355_L004_651",1536.27380007356,-13.7759040268181,1.21059889117848,-11.3794123943131,5.2955327576064e-30,5.25846402830315e-27,"S","5","4_5","McLaughlin","Tech",6.31015683396378e-26
"20","ML_GL_S1_1_4_S355_L004_931",94.2048534061183,22.9999851365892,4.24806592658875,5.41422509303158,6.15546931447514e-08,9.33187943400583e-07,"S","4","4_5","McLaughlin","Tech",0.000733485723512858
"21","ML_GL_S1_1_5_S356_L004_118",1376.9577919951,-27.0940110703883,4.24705183732425,-6.37948678475708,1.77682416392285e-10,5.42888121469351e-09,"S","5","4_5","McLaughlin","Tech",2.11726367373047e-06
"22","ML_GL_S1_1_5_S356_L004_1322",274.734514281942,-23.0640968280616,4.09520001772435,-5.63198298696972,1.78149261029919e-08,2.99927306180142e-07,"S","5","4_5","McLaughlin","Tech",0.000212282659443252
"23","ML_GL_S1_1_5_S356_L004_2169",122.613992378744,-21.0863347444748,4.24786962589011,-4.96397879444247,6.90634874390143e-07,7.83771920307899e-06,"S","5","4_5","McLaughlin","Tech",0.00822960516323294
"24","ML_GL_S1_1_5_S356_L004_2564",795.300067063082,-12.0419698024366,1.94239065854944,-6.19956122082536,5.6620790052943e-10,1.54039574034445e-08,"S","5","4_5","McLaughlin","Tech",6.74693334270869e-06
"25","ML_GL_S1_1_5_S356_L004_2580",852.253491026359,-12.5683885230914,1.22375655136866,-10.270334004778,9.58721553834572e-25,2.11557889546162e-22,"S","5","4_5","McLaughlin","Tech",1.14241260354928e-20
"26","ML_GL_S1_1_5_S356_L004_2768",677.982375889701,-23.2493438961639,4.24720687096069,-5.47403142877876,4.3991099261914e-08,6.87923804205993e-07,"S","5","4_5","McLaughlin","Tech",0.000524197938804967
"27","ML_GL_S1_1_5_S356_L004_2880",251.122081071132,-10.047102559162,1.99249830169923,-5.04246480440844,4.59573304362719e-07,5.49826856906241e-06,"S","5","4_5","McLaughlin","Tech",0.00547627549478616
"28","ML_GL_S1_1_5_S356_L004_2963",338.281722009859,-22.332734878242,3.96020478829539,-5.63928788335584,1.70754852046771e-08,2.94886205360772e-07,"S","5","4_5","McLaughlin","Tech",0.000203471481698932
"29","ML_GL_S1_1_5_S356_L004_3736",148.189047944235,-21.6001053002099,4.2476163903842,-5.08522976535933,3.6718128850267e-07,4.50137061090311e-06,"S","5","4_5","McLaughlin","Tech",0.00437533223379782
"30","ML_GL_S1_1_5_S356_L004_3802",564.611735442631,-11.4057712212027,1.97372339846108,-5.77880934587687,7.52311175461101e-09,1.50918181259166e-07,"S","5","4_5","McLaughlin","Tech",8.96453996679448e-05
"31","ML_GL_S1_1_5_S356_L004_3882",377.479686216999,-10.7404081848677,1.97442345851636,-5.43976933546887,5.33495991411741e-08,8.21335689103657e-07,"S","5","4_5","McLaughlin","Tech",0.000635713823366231
"32","ML_GL_S1_1_5_S356_L004_3906",155.236358789668,23.8117352625391,4.24760523545663,5.60592002848383,2.07151600293707e-08,3.37215637855165e-07,"S","4","4_5","McLaughlin","Tech",0.000246841846909981
"33","ML_GL_S1_1_5_S356_L004_4516",1874.95871065474,-1.23489757749123,0.246507687696867,-5.00957024516736,5.45517131515479e-07,6.37292366582201e-06,"S","5","4_5","McLaughlin","Tech",0.00650038213913845
"34","ML_GL_S1_1_5_S356_L004_4638",180.872328987961,-22.7542614117627,4.24735194165471,-5.3572818368562,8.44832832980159e-08,1.20707770237309e-06,"S","5","4_5","McLaughlin","Tech",0.00100670280377916
"35","ML_GL_S1_1_5_S356_L004_4848",3325.02199690801,-1.36518907996634,0.254604150534068,-5.36200638168178,8.23026317099432e-08,1.18450006339416e-06,"S","5","4_5","McLaughlin","Tech",0.000980718159455683
"36","ML_GL_S1_1_5_S356_L004_487",193.681929537122,25.6559399575919,4.24721259673295,6.04065357531834,1.53491210579583e-09,3.50383384150635e-08,"S","4","4_5","McLaughlin","Tech",1.82900126526632e-05
"37","ML_GL_S1_1_5_S356_L004_4883",381.635878858104,-22.861537606591,4.01500101807705,-5.69403033863745,1.24075022389545e-08,2.30292518192184e-07,"S","5","4_5","McLaughlin","Tech",0.000147847796679382
"38","ML_GL_S1_1_5_S356_L004_4890",101.284157028423,-22.0851373460879,4.24745996641187,-5.19961047796404,1.99706597870629e-07,2.64411535580712e-06,"S","5","4_5","McLaughlin","Tech",0.00237970382022641
"39","ML_GL_S1_1_5_S356_L004_4892",613.25140493083,-12.0081575543068,1.30435524180567,-9.20620178417306,3.37868974185761e-20,2.31381994045835e-18,"S","5","4_5","McLaughlin","Tech",4.02604669639753e-16
"40","ML_GL_S1_1_5_S356_L004_879",237.680565571042,25.0760591782897,4.12979293199486,6.07198946562604,1.26335222329217e-09,2.95178531230381e-08,"S","4","4_5","McLaughlin","Tech",1.50541050927494e-05
"41","ML_GL_S1_1_5_S356_L004_951",3707.13495417178,1.11098571376155,0.168785603372819,6.58223030614508,4.63442955758975e-11,1.55999611887682e-09,"S","4","4_5","McLaughlin","Tech",5.52238626082394e-07
"42","ML_GL_S1_1_6_S357_L004_1866",521.56323217658,-11.9109215413364,1.21526645424822,-9.80107819128825,1.11390221161773e-22,1.05343323441562e-20,"S","5","4_5","McLaughlin","Tech",1.32732587536368e-18
"43","ML_GL_S1_1_6_S357_L004_1968",905.45120803701,-12.0935399205062,1.95425729193404,-6.18830487184102,6.08146254232767e-10,1.61609806731282e-08,"S","5","4_5","McLaughlin","Tech",7.24667076543765e-06
"44","ML_GL_S1_1_6_S357_L004_2160",514.473718856471,-11.7950886754406,1.98172825622763,-5.95192031923361,2.65014398463518e-09,5.84798439276163e-08,"S","5","4_5","McLaughlin","Tech",3.15791157209128e-05
"45","ML_GL_S1_1_6_S357_L004_2963",205.946118270252,-10.7931712374718,2.01290118303376,-5.36199756274414,8.23066509307117e-08,1.18450006339416e-06,"S","5","4_5","McLaughlin","Tech",0.000980766052490361
"46","ML_GL_S1_1_6_S357_L004_3044",166.431470941631,24.3411357726402,4.24742775078306,5.73079454221501,9.99612863508922e-09,1.8906963304083e-07,"S","4","4_5","McLaughlin","Tech",0.000119113868815723
"47","ML_GL_S1_1_6_S357_L004_3172",2601.47814176401,-1.53382398413823,0.17424334125177,-8.8027695814324,1.33480433042176e-18,7.5740611434789e-17,"S","5","4_5","McLaughlin","Tech",1.59055284013057e-14
"48","ML_GL_S1_1_6_S357_L004_3261",68.7109862696021,-21.0868135273137,4.24789559181296,-4.96406116194443,6.90341877203954e-07,7.83771920307899e-06,"S","5","4_5","McLaughlin","Tech",0.00822611380876232
"49","ML_GL_S1_1_6_S357_L004_571",321.826860627619,25.9522646049177,3.21289997840091,8.07752024008989,6.60970614516791e-16,3.45444115902723e-14,"S","4","4_5","McLaughlin","Tech",7.87612584258208e-12
"50","ML_GL_S1_1_8_S358_L004_1423",1146.12307187462,-1.69668562589202,0.366058063153096,-4.63501776542598,3.56906826780214e-06,3.49170915263796e-05,"S","5","4_5","McLaughlin","Tech",0.0425290174791303
"51","ML_GL_S1_1_8_S358_L004_584",1438.12526030256,-14.3020190424228,1.92824449778596,-7.41711907325268,1.19695329356999e-13,5.16771574136955e-12,"S","5","4_5","McLaughlin","Tech",1.426289544618e-09
"52","ML_GL_S1_2_4_S359_L004_1270",5300.86264669312,0.471224386218097,0.100060619877816,4.7093890363013,2.4846043423113e-06,2.49213344637891e-05,"S","4","4_5","McLaughlin","Tech",0.0296065453429815
"53","ML_GL_S1_2_4_S359_L004_171",687.122917813172,-24.9940792521986,3.75641651314444,-6.65370284811054,2.85809436751015e-11,9.78650933426751e-10,"S","5","4_5","McLaughlin","Tech",3.40570524832509e-07
"54","ML_GL_S1_2_4_S359_L004_1853",207.818107165539,-22.0775257731675,4.24744462000923,-5.19783722880407,2.01620551969124e-07,2.65177759079921e-06,"S","5","4_5","McLaughlin","Tech",0.00240251049726409
"55","ML_GL_S1_2_4_S359_L004_2156",240.205726313606,-23.2542952480569,4.24721602741524,-5.47518541509388,4.37053742891593e-08,6.87923804205993e-07,"S","5","4_5","McLaughlin","Tech",0.000520793240029622
"56","ML_GL_S1_2_4_S359_L004_2230",1121.47463948538,0.970149670321303,0.209259463492026,4.63610894404435,3.55028897479152e-06,3.49053163561186e-05,"S","4","4_5","McLaughlin","Tech",0.0423052434236157
"57","ML_GL_S1_2_4_S359_L004_2374",4049.67277027814,-1.50862448307721,0.274993182682501,-5.48604321154762,4.1103639110752e-08,6.53054618191628e-07,"S","5","4_5","McLaughlin","Tech",0.000489790963643721
"58","ML_GL_S1_2_4_S359_L004_2424",541.692864629139,-11.7128332776656,1.20121828497013,-9.75079502553261,1.83029208947232e-22,1.58041743030088e-20,"S","5","4_5","McLaughlin","Tech",2.18097605381521e-18
"59","ML_GL_S1_2_4_S359_L004_2440",444.325242303131,-11.2154480771538,1.97765322229954,-5.67108932480735,1.41892387579273e-08,2.58177051444414e-07,"S","5","4_5","McLaughlin","Tech",0.000169078969039461
"60","ML_GL_S1_2_4_S359_L004_2447",562.466362233128,-11.2022997555334,1.9501607004493,-5.74429571519544,9.23043554965131e-09,1.77977135937937e-07,"S","5","4_5","McLaughlin","Tech",0.000109989870009645
"61","ML_GL_S1_2_4_S359_L004_577",571.59432307157,-24.6324956556865,4.24710235787683,-5.79983564794528,6.63799458633556e-09,1.37323513004817e-07,"S","5","4_5","McLaughlin","Tech",7.90983434907745e-05
"62","ML_GL_S1_2_4_S359_L004_782",207.525238470553,-10.5136441712361,2.0592404973385,-5.10559314699989,3.29758501951167e-07,4.11887034512589e-06,"S","5","4_5","McLaughlin","Tech",0.0039294023092501
"63","ML_GL_S1_2_5_S360_L004_1133",243.363675770011,25.6495665750274,3.23289950002632,7.93392017748111,2.12334599042159e-15,1.08127311204546e-13,"S","4","4_5","McLaughlin","Tech",2.53017908218637e-11
"64","ML_GL_S1_2_5_S360_L004_1208",339.81952713719,-10.6198899119054,2.07808065496798,-5.11043201644599,3.21422960081893e-07,4.04016454887746e-06,"S","5","4_5","McLaughlin","Tech",0.00383007599233583
"65","ML_GL_S1_2_5_S360_L004_1289",721.660371092775,-12.3625372938321,1.26965561535974,-9.73692168512114,2.09813888829188e-22,1.73620993006153e-20,"S","5","4_5","McLaughlin","Tech",2.5001422992886e-18
"66","ML_GL_S1_2_5_S360_L004_1667",111.103475150699,-20.8910840211531,4.24794638892841,-4.91792553587831,8.74661698106266e-07,9.63939143331235e-06,"S","5","4_5","McLaughlin","Tech",0.0104224687946343
"67","ML_GL_S1_2_5_S360_L004_1881",589.046956446423,11.5974276293759,1.95296155402209,5.93837989564679,2.87852411733491e-09,6.28214164508476e-08,"S","4","4_5","McLaughlin","Tech",3.43004933821628e-05
"68","ML_GL_S1_2_5_S360_L004_2357",258.040913275781,-10.3093364085306,2.09664438236114,-4.91706485623505,8.78514526399565e-07,9.63939143331235e-06,"S","5","4_5","McLaughlin","Tech",0.0104683790965772
"69","ML_GL_S1_2_5_S360_L004_296",5389.06754440897,-1.2028240047975,0.198404733533465,-6.06247635011502,1.3404152306797e-09,3.09542400945336e-08,"S","5","4_5","McLaughlin","Tech",1.59723878887793e-05
"70","ML_GL_S1_2_5_S360_L004_53",790.711315790179,-12.5701880885799,1.23510187297263,-10.1774504303244,2.50026321482263e-24,4.96552274463774e-22,"S","5","4_5","McLaughlin","Tech",2.97931364678265e-20
"71","ML_GL_S1_2_6_S361_L004_1050",562.82161088722,-11.2009593774247,1.94237183126301,-5.76664014435452,8.08674667178534e-09,1.60296496699952e-07,"S","5","4_5","McLaughlin","Tech",9.63616733409941e-05
"72","ML_GL_S1_2_6_S361_L004_1597",392.770909234735,-22.6300891749011,3.24773892639147,-6.96795206997908,3.2158774010596e-12,1.22821779202007e-10,"S","5","4_5","McLaughlin","Tech",3.83203951110262e-08
"73","ML_GL_S1_2_6_S361_L004_1709",151.986184978175,-21.5037977848191,4.24765908154217,-5.06250557589755,4.13781959354052e-07,5.0415397010868e-06,"S","5","4_5","McLaughlin","Tech",0.00493062582766289
"74","ML_GL_S1_2_6_S361_L004_206",80.4059198504862,-22.6359078200784,4.24738222830595,-5.3293785685746,9.8549385512237e-08,1.39799342590931e-06,"S","5","4_5","McLaughlin","Tech",0.00117431447776382
"75","ML_GL_S1_2_6_S361_L004_346",223.529251165889,-9.75736947714003,1.99392244585667,-4.89355516179461,9.90305404123659e-07,1.08062996296131e-05,"S","5","4_5","McLaughlin","Tech",0.0118004791955375
"76","ML_GL_S1_2_6_S361_L004_983",136.547981965127,-21.7344927444551,4.24756525220536,-5.11692968887775,3.10549319762588e-07,3.92834999393948e-06,"S","5","4_5","McLaughlin","Tech",0.00370050569429099
"77","ML_GL_S1_2_8_S362_L004_2029",259.28408001744,-23.3372157039142,4.1347530132644,-5.64416196784856,1.65987757369562e-08,2.91727155872522e-07,"S","5","4_5","McLaughlin","Tech",0.00019779101168157
"78","ML_GL_S1_2_8_S362_L004_2402",185.739932160117,-21.7348784291371,4.2158118204667,-5.15556181222789,2.52871606689632e-07,3.30396717687901e-06,"S","5","4_5","McLaughlin","Tech",0.00301321806531365
"79","ML_GL_S1_2_8_S362_L004_35",394.859912017865,-11.9361460890159,2.00458878819586,-5.95441127841411,2.61009674598655e-09,5.82432824441493e-08,"S","5","4_5","McLaughlin","Tech",3.11019128251757e-05
"80","ML_GL_S1_2_8_S362_L004_649",771.659737262459,-12.0688497758498,1.1920968891094,-10.1240510617105,4.32150125408479e-24,7.15208457551033e-22,"S","5","4_5","McLaughlin","Tech",5.14950089436744e-20
"81","ML_GL_S1_3_4_S363_L004_1783",1249.48528477874,-12.9710626475216,1.20759168092987,-10.7412653236677,6.51453425959189e-27,2.15631083992492e-24,"S","5","4_5","McLaughlin","Tech",7.76271902372969e-23
"82","ML_GL_S1_3_4_S363_L004_3120",567.118076606965,-12.074162065934,1.21926630959486,-9.90280955925534,4.04741819752741e-23,4.46565141127191e-21,"S","5","4_5","McLaughlin","Tech",4.82290352417366e-19
"83","ML_GL_S1_3_4_S363_L004_320",169.72417777133,-21.751826448835,4.24755393022976,-5.12102419560295,3.03880648721592e-07,3.86863441257104e-06,"S","5","4_5","McLaughlin","Tech",0.0036210418101665
"84","ML_GL_S1_3_4_S363_L004_3493",233.121692420166,-22.3332547895645,4.24737513766156,-5.25813097871556,1.45526858655949e-07,1.97956398144325e-06,"S","5","4_5","McLaughlin","Tech",0.00173409804774428
"85","ML_GL_S1_3_4_S363_L004_434",1981.39127732154,-0.985766573663868,0.180312660495784,-5.4669847971486,4.57755296692975e-08,7.10235952525194e-07,"S","5","4_5","McLaughlin","Tech",0.000545461211539349
"86","ML_GL_S1_3_4_S363_L004_814",2374.69925575439,1.16875669332706,0.190731661364798,6.12775396053236,8.91282674954753e-10,2.21260924057517e-08,"S","4","4_5","McLaughlin","Tech",1.06205243547608e-05
"87","ML_GL_S1_3_4_S363_L004_911",167.479382335473,-22.8488332349202,4.24727914032343,-5.37964011312433,7.46348880266452e-08,1.10615587776804e-06,"S","5","4_5","McLaughlin","Tech",0.000889349325725504
"88","ML_GL_S1_3_5_S364_L004_1689",713.534856307273,-12.6334635121455,2.54434468661138,-4.9653113348298,6.85909447839908e-07,7.83771920307899e-06,"S","5","4_5","McLaughlin","Tech",0.00817329698046035
"89","ML_GL_S1_3_5_S364_L004_2128",235.023836408457,-21.8832449308067,4.14103970692927,-5.28448082595999,1.26061751040829e-07,1.73860164977144e-06,"S","5","4_5","McLaughlin","Tech",0.00150215182540252
"90","ML_GL_S1_3_5_S364_L004_2705",83.3906878572381,-20.1796346220456,4.24863382921517,-4.74967611548046,2.03742695157539e-06,2.1074635030358e-05,"S","5","4_5","McLaughlin","Tech",0.0242779795549724
"91","ML_GL_S1_3_5_S364_L004_280",575.159065256705,-11.9813315545399,1.22122585781161,-9.81090555682302,1.01057547590865e-22,1.00350144757729e-20,"S","5","4_5","McLaughlin","Tech",1.20420173709275e-18
"92","ML_GL_S1_3_5_S364_L004_2966",1575.0577082909,-13.223406583899,1.20234292896602,-10.9980324791952,3.90560430459499e-28,2.58551004964188e-25,"S","5","4_5","McLaughlin","Tech",4.65391808935539e-24
"93","ML_GL_S1_3_5_S364_L004_3000",1903.50159759929,0.701813626351326,0.139485676448178,5.03143866970503,4.86812844307408e-07,5.754823266634e-06,"S","4","4_5","McLaughlin","Tech",0.00580086185276707
"94","ML_GL_S1_3_5_S364_L004_3018",299.507898827485,-23.6923676597138,4.08781996442349,-5.79584420691461,6.79783478355544e-09,1.39180411135475e-07,"S","5","4_5","McLaughlin","Tech",8.10029992808467e-05
"95","ML_GL_S1_3_5_S364_L004_503",1760.03174921509,-1.40869168534754,0.286262471565699,-4.92097925949834,8.61122568550821e-07,9.55413084436833e-06,"S","5","4_5","McLaughlin","Tech",0.0102611365268516
"96","ML_GL_S1_3_5_S364_L004_632",121.476095657102,-20.9287938885416,4.24797121796514,-4.92677393858777,8.35983794345539e-07,9.32732480657439e-06,"S","5","4_5","McLaughlin","Tech",0.00996158289342145
"97","ML_GL_S1_3_5_S364_L004_929",3887.14191891161,-2.39272267576928,0.329426214772536,-7.26330379451258,3.77748225977199e-13,1.56293328498066e-11,"S","5","4_5","McLaughlin","Tech",4.5012478607443e-09
"98","ML_GL_S1_3_6_S365_L004_1014",382.91283948577,-11.252788487937,1.24376166126954,-9.04738330368772,1.46435257005704e-19,8.8127400125251e-18,"S","5","4_5","McLaughlin","Tech",1.74492252247997e-15
"99","ML_GL_S1_3_6_S365_L004_137",2694.16498385193,-0.946237134253857,0.124854069235794,-7.57874485025262,3.48913916785752e-14,1.57487054258296e-12,"S","5","4_5","McLaughlin","Tech",4.15765823241902e-10
"100","ML_GL_S1_3_6_S365_L004_456",1222.91079818485,-13.3908589433272,1.24178843674129,-10.7835268449331,4.11788119421129e-27,2.0445280129259e-24,"S","5","4_5","McLaughlin","Tech",4.90686723102217e-23
"101","ML_GL_S1_3_6_S365_L004_722",161.724521249486,-22.9794720480843,4.24734869062911,-5.41030975365496,6.29158295705885e-08,9.46597253993855e-07,"S","5","4_5","McLaughlin","Tech",0.000749705025163133
"102","ML_GL_S1_3_8_S366_L004_1207",2592.46912701446,-1.22176820016802,0.241516133740652,-5.0587436178487,4.22027830777287e-07,5.11065409709568e-06,"S","5","4_5","McLaughlin","Tech",0.00502888363154215
"103","ML_GL_S1_3_8_S366_L004_1284",640.387580783604,-24.7205731948517,3.1475761990491,-7.85384423809022,4.03475322462079e-15,1.95439509856022e-13,"S","5","4_5","McLaughlin","Tech",4.80781194245813e-11
"104","ML_GL_S1_3_8_S366_L004_14",412.907268203733,-23.6759126243787,4.02144054712732,-5.8874207754461,3.92269103403223e-09,8.46789607998696e-08,"S","5","4_5","McLaughlin","Tech",4.6742786361528e-05
"105","ML_GL_S1_3_8_S366_L004_1506",652.67135776611,-12.7259007079165,2.01672553709907,-6.31017978094424,2.78711515729687e-10,8.02204449621970e-09,"S","5","4_5","McLaughlin","Tech",3.32112642143495e-06
"106","ML_GL_S1_3_8_S366_L004_173",275.917844180069,25.4736115599199,4.0722784006949,6.25537083996345,3.96572433114534e-10,1.1092857072753e-08,"S","4","4_5","McLaughlin","Tech",4.72555711299279e-06
"107","ML_GL_S1_3_8_S366_L004_1828",689.748281281715,-12.4437496941414,1.94032939279099,-6.41321506563488,1.42482290918797e-10,4.49158459944017e-09,"S","5","4_5","McLaughlin","Tech",1.69781897858838e-06
"108","ML_GL_S1_3_8_S366_L004_1845",4893.69464770797,-2.59347736320734,0.306155751147292,-8.47110450641059,2.43077029382996e-17,1.30473237933684e-15,"S","5","4_5","McLaughlin","Tech",2.89650588212779e-13
"109","ML_GL_S1_3_8_S366_L004_1892",1506.83081177913,-1.00160291009339,0.196623648020006,-5.09401041115603,3.50567502297142e-07,4.32439167429891e-06,"S","5","4_5","McLaughlin","Tech",0.00417736235737274
"110","ML_GL_S1_3_8_S366_L004_1975",551.785638251163,-22.5510445420663,3.15177259212118,-7.15503542306306,8.36513185243238e-13,3.39043915488382e-11,"S","5","4_5","McLaughlin","Tech",9.96789111535842e-09
"111","ML_GL_S1_3_8_S366_L004_3093",224.257625254893,-10.8280623422293,2.01351774104537,-5.37768410056702,7.54500476072253e-08,1.10995403368851e-06,"S","5","4_5","McLaughlin","Tech",0.000899062767287697
"112","ML_GL_S1_3_8_S366_L004_31",338.862120095373,-24.0141501698334,4.24714047507558,-5.65419258222348,1.56580571978149e-08,2.77650907096968e-07,"S","5","4_5","McLaughlin","Tech",0.000186581409569162
"113","ML_GL_S1_3_8_S366_L004_3210",51.6409697928005,-21.2145507687049,4.24808650055044,-4.99390743713811,5.91697646736934e-07,6.8320437582532e-06,"S","5","4_5","McLaughlin","Tech",0.00705066915851731
"114","ML_GL_S1_3_8_S366_L004_3389",240.205185549276,-22.0749757542005,4.14402068189291,-5.32694632791192,9.98776608138591e-08,1.40678747784627e-06,"S","5","4_5","McLaughlin","Tech",0.00119014220625795
"115","ML_GL_S1_3_8_S366_L004_3408",260.037608661981,-23.1572441004963,4.12737767811407,-5.61064334463271,2.01575821535685e-08,3.30850893859396e-07,"S","5","4_5","McLaughlin","Tech",0.000240197748941922
"116","ML_GL_S1_3_8_S366_L004_544",515.909391928366,-12.286995477405,1.99396142304498,-6.16210290500077,7.17851742679086e-10,1.8277609755906e-08,"S","5","4_5","McLaughlin","Tech",8.55392136576399e-06
"117","ML_TR1_4_S181_L004_1657",12224.853775242,0.861313048907604,0.168946279368234,5.09814748290664,3.42993550795891e-07,4.257407449254e-06,"S","4","4_5","McLaughlin","Tech",0.00408711115128384
"118","ML_TR1_4_S181_L004_1819",23889.8841624541,1.16199921666341,0.216319712683122,5.37167511111471,7.80085633910471e-08,1.13915446246044e-06,"S","4","4_5","McLaughlin","Tech",0.000929550041367717
"119","ML_TR1_4_S181_L004_1827",16678.0918289347,-0.948265496322831,0.16841662900002,-5.63047427058236,1.79714750430196e-08,2.99927306180142e-07,"S","5","4_5","McLaughlin","Tech",0.000214148096612622
"120","ML_TR1_4_S181_L004_1964",4279.34708064293,1.19529261936465,0.189777005449782,6.29840594508141,3.00722107375675e-10,8.53191578925842e-09,"S","4","4_5","McLaughlin","Tech",3.58340463148854e-06
"121","ML_TR1_4_S181_L004_1982",2012.40621967415,1.5751834411186,0.248037319193881,6.35059049274494,2.14489990267631e-10,6.35786747270919e-09,"S","4","4_5","McLaughlin","Tech",2.5558627240291e-06
"122","ML_TR1_4_S181_L004_2048",8348.26783164251,-1.38404424641382,0.269657215192604,-5.13260602140854,2.85757662909393e-07,3.66138528089067e-06,"S","5","4_5","McLaughlin","Tech",0.00340508831122832
"123","ML_TR1_4_S181_L004_2241",673.250482440859,27.1032449313324,4.2471030575247,6.38158400308014,1.75265535880355e-10,5.42888121469351e-09,"S","4","4_5","McLaughlin","Tech",2.08846412555032e-06
"124","ML_TR1_4_S181_L004_2312",5668.39538942752,-1.28716149779641,0.267966320151126,-4.80344506380685,1.55958693201581e-06,1.63880404602296e-05,"S","5","4_5","McLaughlin","Tech",0.0185840378819004
"125","ML_TR1_4_S181_L004_33",7555.94075996627,-1.59256265465259,0.248320523825703,-6.41333479052425,1.42370388931035e-10,4.49158459944017e-09,"S","5","4_5","McLaughlin","Tech",1.69648555450221e-06
"126","ML_TR1_4_S181_L004_763",712.948851010544,1.786870620632,0.280905368078133,6.36111240186405,2.00297796653819e-10,6.02714279021946e-09,"S","4","4_5","McLaughlin","Tech",2.38674854492691e-06
"127","ML_TR1_5_S182_L004_1191",459.992993564754,-23.9602620976629,2.5139139576616,-9.53105893884706,1.5568693351242e-21,1.23677699982266e-19,"S","5","4_5","McLaughlin","Tech",1.855165499734e-17
