"","OTU_ID","baseMean","estimate","stderror","statistic","p.value","p.adjusted","Sig","pH_Enrichment","Comparison","Site","Type","bonferroni"
"575","ML_GL_S1_3_4_S363_L004_1924",276.785404807983,-34.6337661417566,4.24724301261988,-8.15441123544118,3.50885014175969e-16,1.74214409538368e-13,"S","6","5_6","McLaughlin","Tech",4.18114582892084e-12
"576","ML_GL_S1_3_4_S363_L004_3446",402.144131371333,26.3238975235488,4.24723185377727,6.19789510670055,5.72232538757905e-10,5.682269109866e-08,"S","5","5_6","McLaughlin","Tech",6.8187229318392e-06
"577","ML_GL_S1_3_5_S364_L004_1165",159.55947318538,-26.6573897285755,4.24729604391205,-6.27632014650483,3.46679982754883e-10,3.62371813553262e-08,"S","6","5_6","McLaughlin","Tech",4.13103867450719e-06
"578","ML_GL_S1_3_5_S364_L004_356",114.853317711524,-27.1341418205501,4.24738471452473,-6.38843515346274,1.67591864409608e-10,1.95786731010283e-08,"S","6","5_6","McLaughlin","Tech",1.99702465630489e-06
"579","ML_GL_S1_3_8_S366_L004_173",275.917844180069,-24.8278217920054,4.07239524495824,-6.09661398233461,1.08338708773793e-09,8.96502815103133e-08,"S","6","5_6","McLaughlin","Tech",1.29096405374851e-05
"580","ML_GL_S1_3_8_S366_L004_3210",51.6409697928005,28.1843712429177,4.24819122841932,6.63444033648282,3.2573607105315e-11,4.62079883651112e-09,"S","5","5_6","McLaughlin","Tech",3.88147102266934e-07
"581","ML_GL_S1_3_8_S366_L004_336",159.621062416167,-32.7983066629487,4.24755109893578,-7.72169796171876,1.14790146740547e-14,3.25676044895323e-12,"S","6","5_6","McLaughlin","Tech",1.36783938856036e-10
"582","ML_TR1_4_S181_L004_2241",673.250482440859,-24.45306382878,4.24738564667807,-5.75720357484021,8.55187563666965e-09,5.47871774658901e-07,"S","6","5_6","McLaughlin","Tech",0.000101904150086556
"583","ML_TR1_5_S182_L004_1861",805.746041165657,13.9191390460787,2.48310518507404,5.60553742537639,2.07609754298587e-08,1.28847803761561e-06,"S","5","5_6","McLaughlin","Tech",0.000247387783222196
"584","ML_TR1_5_S182_L004_2893",4967.14373957218,1.79798774912645,0.389199899130667,4.61970250542848,3.8429064882508e-06,0.000218057493876174,"S","5","5_6","McLaughlin","Tech",0.0457920737139965
"585","ML_TR1_8_S184_L004_2126",287.951143841086,-32.1878566327529,3.70871446651657,-8.67897944782617,3.99335846334988e-18,2.64360330273762e-15,"S","6","5_6","McLaughlin","Tech",4.75848594492771e-14
"586","ML_TR1_8_S184_L004_967",1176.81502922786,-27.460865574488,4.24717411627586,-6.46567925464922,1.00844779304105e-10,1.33518487798635e-08,"S","6","5_6","McLaughlin","Tech",1.20166639018772e-06
"587","ML_TR2_4_S185_L004_1520",2838.60514622649,26.7211953772663,4.2471987373749,6.29148693752487,3.14439279997234e-10,3.46931338930281e-08,"S","5","5_6","McLaughlin","Tech",3.74685846044704e-06
"588","ML_TR2_5_S186_L004_1556",237.655967716808,25.4380015310786,4.12965645568927,6.15983479595103,7.28208718492813e-10,6.5737387042124e-08,"S","5","5_6","McLaughlin","Tech",8.67733508956036e-06
"589","ML_TR2_6_S187_L004_2607",575.844913052892,-37.1448502756824,4.24717945392286,-8.74576896942133,2.21501914254671e-18,2.19951400854888e-15,"S","6","5_6","McLaughlin","Tech",2.63941681025866e-14
"590","ML_TR2_8_S188_L004_2285",1237.44667092175,25.3884298180826,4.24730468863748,5.97753909344025,2.26533576292995e-09,1.60677029470674e-07,"S","5","5_6","McLaughlin","Tech",2.69937409510733e-05
"591","ML_TR3_6_S191_L004_972",2232.4826999276,-28.5133604941567,4.24715495828001,-6.71352017391517,1.89984336991957e-11,2.90237610204635e-09,"S","6","5_6","McLaughlin","Tech",2.26385335959615e-07
"592","ML_GL_S1_1_4_S355_L004_1253",132.410538225165,-32.897683649995,4.24736774404975,-7.74542861189314,9.52599613031618e-15,1.71987530134618e-12,"S","8","5_8","McLaughlin","Tech",1.13511769888848e-10
"593","ML_GL_S1_1_4_S355_L004_1773",170.743149854301,32.2656742273065,4.24729830598052,7.59675254781939,3.03654385795128e-14,3.76911006368203e-12,"S","5","5_8","McLaughlin","Tech",3.61834566113475e-10
"594","ML_GL_S1_1_4_S355_L004_2571",195.159609905824,32.6781521055548,4.24728332055458,7.69389504754958,1.42722139799235e-14,2.1973354468095e-12,"S","5","5_8","McLaughlin","Tech",1.70067701784768e-10
"595","ML_GL_S1_1_4_S355_L004_3537",144.62170051609,-32.4350650320927,4.24755887299008,-7.63616609020887,2.23785600176023e-14,3.17455858535415e-12,"S","8","5_8","McLaughlin","Tech",2.66662921169749e-10
"596","ML_GL_S1_1_4_S355_L004_4031",978.85994945593,-11.0174386350215,1.99519344300237,-5.52199019782386,3.35181192934677e-08,1.62358499797139e-06,"S","8","5_8","McLaughlin","Tech",0.000399401909500961
"597","ML_GL_S1_1_4_S355_L004_4063",243.139354503274,-23.8337357243499,4.12404761102659,-5.77920964360958,7.50523586861708e-09,4.38394071619809e-07,"S","8","5_8","McLaughlin","Tech",8.94323906104411e-05
"598","ML_GL_S1_1_4_S355_L004_4089",84.8586356717553,-32.1363632806251,4.24749487159845,-7.56595693511252,3.85019600257788e-14,4.49793485948216e-12,"S","8","5_8","McLaughlin","Tech",4.5878935566718e-10
"599","ML_GL_S1_1_4_S355_L004_4189",250.717475573573,32.6737990237222,4.24726521622882,7.69290292936627,1.43833639519252e-14,2.1973354468095e-12,"S","5","5_8","McLaughlin","Tech",1.71392164851141e-10
"600","ML_GL_S1_1_4_S355_L004_4571",150.752612724729,24.1985092145774,4.24751392960586,5.69709943642794,1.21862859804201e-08,6.72276776586507e-07,"S","5","5_8","McLaughlin","Tech",0.000145211783742685
"601","ML_GL_S1_1_4_S355_L004_931",94.2048534061183,-23.5722822607796,4.2477198321254,-5.54939666277023,2.86657126281915e-08,1.42325263198971e-06,"S","8","5_8","McLaughlin","Tech",0.00034158063167753
"602","ML_GL_S1_1_5_S356_L004_118",1376.9577919951,37.1769463363394,4.24715655050479,8.75337320257733,2.07068510125342e-18,1.02809515277232e-15,"S","5","5_8","McLaughlin","Tech",2.46742836665357e-14
"603","ML_GL_S1_1_5_S356_L004_3906",155.236358789668,-23.357046004613,4.24778372037762,-5.49864294939588,3.82725205873599e-08,1.80974347348802e-06,"S","8","5_8","McLaughlin","Tech",0.00045605535531898
"604","ML_GL_S1_1_5_S356_L004_4638",180.872328987961,37.3853745933563,4.24745665909538,8.80182603236228,1.34607735775503e-18,8.91103210833828e-16,"S","5","5_8","McLaughlin","Tech",1.60398577950089e-14
"605","ML_GL_S1_1_5_S356_L004_487",193.681929537122,-24.0010676724601,4.24756646086835,-5.65054552849856,1.59939436995893e-08,8.58485734794173e-07,"S","8","5_8","McLaughlin","Tech",0.000190583833124306
"606","ML_GL_S1_1_5_S356_L004_879",237.680565571042,-23.7867879839704,4.13011448842613,-5.75935317304845,8.44368696048902e-09,4.79118922958034e-07,"S","8","5_8","McLaughlin","Tech",0.000100614973821187
"607","ML_GL_S1_1_6_S357_L004_2144",152.810343678107,-33.3206618596075,4.24752184870699,-7.84472994994736,4.33886161637854e-15,8.61697917012779e-13,"S","8","5_8","McLaughlin","Tech",5.17018750207667e-11
"608","ML_GL_S1_1_6_S357_L004_3015",269.921615583656,-35.4086327268141,3.75777097052848,-9.42277563069107,4.39318160444739e-21,4.36242933321626e-18,"S","8","5_8","McLaughlin","Tech",5.23491519985951e-17
"609","ML_GL_S1_1_6_S357_L004_571",321.826860627619,-23.5345314728203,3.21346507762851,-7.32372404998671,2.41182386565463e-13,2.66104566510561e-11,"S","8","5_8","McLaughlin","Tech",2.87392931831406e-09
"610","ML_GL_S1_1_8_S358_L004_464",154.398909631697,-27.0978071776293,4.24767139872161,-6.37944997011415,1.77725131888741e-10,1.35754658435016e-08,"S","8","5_8","McLaughlin","Tech",2.11777267158624e-06
"611","ML_GL_S1_1_8_S358_L004_74",184.378658377026,-22.8592560076147,4.0555580165394,-5.6365254582452,1.73515394578341e-08,9.06846246401539e-07,"S","8","5_8","McLaughlin","Tech",0.000206760944179551
"612","ML_GL_S1_2_5_S360_L004_1133",243.363675770011,-22.9394401559941,3.23380632215114,-7.09363451943982,1.30634851437683e-12,1.2354324521678e-10,"S","8","5_8","McLaughlin","Tech",1.55664488973143e-08
"613","ML_GL_S1_2_5_S360_L004_1881",589.046956446423,-11.8926738395417,1.95285676722505,-6.08988536135235,1.12991568276941e-09,7.73797429648293e-08,"S","8","5_8","McLaughlin","Tech",1.34640752758803e-05
"614","ML_GL_S1_2_6_S361_L004_206",80.4059198504862,30.933071794347,4.24748694617638,7.28267612975083,3.27262247001247e-13,3.42075169760251e-11,"S","5","5_8","McLaughlin","Tech",3.89965693526686e-09
"615","ML_GL_S1_3_4_S363_L004_1924",276.785404807983,-33.7322725529862,4.24734661995907,-7.94196367079436,1.99005232743728e-15,4.39138213587825e-13,"S","8","5_8","McLaughlin","Tech",2.37134635337426e-11
"616","ML_GL_S1_3_5_S364_L004_1165",159.55947318538,-25.1160891476238,4.24762782994229,-5.91296840334644,3.3599665222356e-09,2.15254629456771e-07,"S","8","5_8","McLaughlin","Tech",4.00373610789594e-05
"617","ML_GL_S1_3_5_S364_L004_356",114.853317711524,-26.1891966660679,4.24764677913617,-6.16557779585286,7.0226232652471e-10,4.98104635885027e-08,"S","8","5_8","McLaughlin","Tech",8.36815788286845e-06
"618","ML_GL_S1_3_6_S365_L004_722",161.724521249486,30.7956715207074,4.24745340802362,7.25038477468242,4.15589300752678e-13,4.12680175647409e-11,"S","5","5_8","McLaughlin","Tech",4.95216210776891e-09
"619","ML_GL_S1_3_8_S366_L004_173",275.917844180069,-23.8443852296828,4.07263713136865,-5.85477774241814,4.77648351878206e-09,2.87457462675793e-07,"S","8","5_8","McLaughlin","Tech",5.6916577609807e-05
"620","ML_GL_S1_3_8_S366_L004_336",159.621062416167,-34.1494599510618,4.24731398763754,-8.04024850775314,8.96564595120508e-16,2.22572160738666e-13,"S","8","5_8","McLaughlin","Tech",1.0683463715456e-11
"621","ML_TR1_4_S181_L004_2241",673.250482440859,-25.186047998472,4.24729945494654,-5.92989692995147,3.03124895163177e-09,2.00668680598023e-07,"S","8","5_8","McLaughlin","Tech",3.61203625076442e-05
"622","ML_TR1_5_S182_L004_1861",805.746041165657,13.8112846720923,2.48310518507404,5.56210214336146,2.66544196030036e-08,1.35732505978372e-06,"S","5","5_8","McLaughlin","Tech",0.000317614063989391
"623","ML_TR1_5_S182_L004_2931",13400.1973852219,0.850528845278988,0.14468477758206,5.87849571663886,4.1401151908834e-09,2.56945899034201e-07,"S","5","5_8","McLaughlin","Tech",4.93336126145666e-05
"624","ML_TR1_5_S182_L004_754",692.007088196333,27.3163552842183,4.24718324916378,6.43164037944362,1.26234121096208e-10,1.00280385798828e-08,"S","5","5_8","McLaughlin","Tech",1.50420578698241e-06
"625","ML_TR1_6_S183_L004_2419",673.056656615004,32.298374853482,4.24744508948506,7.6041889119272,2.8669621062116e-14,3.76911006368203e-12,"S","5","5_8","McLaughlin","Tech",3.41627204576174e-10
"626","ML_TR1_8_S184_L004_2126",287.951143841086,-35.2995879585754,3.70809472489266,-9.51960253917115,1.73842674665924e-21,3.45251551886524e-18,"S","8","5_8","McLaughlin","Tech",2.07150931131914e-17
"627","ML_TR1_8_S184_L004_967",1176.81502922786,-27.4109411908696,4.24717797005331,-6.45391866885333,1.08994320514884e-10,9.01928002260663e-09,"S","8","5_8","McLaughlin","Tech",1.29877632325536e-06
"628","ML_TR2_5_S186_L004_2615",690.781353162242,27.8282376665702,4.24717240362126,6.55217990276144,5.67031709075568e-11,5.11874988283672e-09,"S","5","5_8","McLaughlin","Tech",6.75674984534447e-07
"629","ML_TR2_5_S186_L004_704",480.999739299097,26.9730749374505,3.10498629582794,8.68701899705428,3.72073926838084e-18,1.23156469783406e-15,"S","5","5_8","McLaughlin","Tech",4.43363291220261e-14
"630","ML_TR2_6_S187_L004_1795",164.590802816909,37.0327031816289,4.24739708707208,8.71891712087538,2.80875062824325e-18,1.11563574953822e-15,"S","5","5_8","McLaughlin","Tech",3.34690724861466e-14
"631","ML_TR2_6_S187_L004_2607",575.844913052892,-34.8970968143035,4.24733910932386,-8.21622571593037,2.10008016130142e-16,5.95822742906374e-14,"S","8","5_8","McLaughlin","Tech",2.50245552020677e-12
"632","ML_TR2_8_S188_L004_2891",703.407715747328,-27.4317483246199,4.24717598678449,-6.45882073405399,1.05522021396067e-10,9.01928002260663e-09,"S","8","5_8","McLaughlin","Tech",1.25740040695553e-06
"633","ML_TR3_6_S191_L004_972",2232.4826999276,-26.5620635372112,4.24720020042975,-6.25401730168582,4.0002666649174e-10,2.94241836908369e-08,"S","8","5_8","McLaughlin","Tech",4.76671775791558e-06
"634","ML_GL_S1_1_4_S355_L004_1277",491.528067842507,-12.636651303679,2.56242118258894,-4.93152780251043,8.15889523648961e-07,6.75148580819515e-05,"S","8","6_8","McLaughlin","Tech",0.00972213956380101
"635","ML_GL_S1_1_4_S355_L004_1773",170.743149854301,30.6500930557631,4.24757981516033,7.21589573110969,5.35801018975914e-13,1.18233424854018e-10,"S","6","6_8","McLaughlin","Tech",6.38460494211699e-09
"636","ML_GL_S1_1_4_S355_L004_2571",195.159609905824,31.251222186968,4.24748936101866,7.35757515340146,1.87280973669135e-13,4.64925017133628e-11,"S","6","6_8","McLaughlin","Tech",2.23164008224141e-09
"637","ML_GL_S1_1_4_S355_L004_4189",250.717475573573,31.7815056717209,4.24735083596885,7.48266552472616,7.28300747868101e-14,2.41067547544341e-11,"S","6","6_8","McLaughlin","Tech",8.67843171159629e-10
"638","ML_GL_S1_1_4_S355_L004_4571",150.752612724729,23.9025806231998,4.24755726980646,5.62737100523872,1.82976900383415e-08,1.77741320683558e-06,"S","6","6_8","McLaughlin","Tech",0.000218035274496877
"639","ML_GL_S1_1_5_S356_L004_118",1376.9577919951,33.4933453935378,4.24732619011637,7.88574832596509,3.12656174273737e-15,1.5523379052691e-12,"S","6","6_8","McLaughlin","Tech",3.72561097264585e-11
"640","ML_GL_S1_1_5_S356_L004_4157",281.406976665111,-25.6305053258639,4.0900147940066,-6.26660455199872,3.69005661151738e-10,5.23460887890965e-08,"S","8","6_8","McLaughlin","Tech",4.39707145828411e-06
"641","ML_GL_S1_1_5_S356_L004_4638",180.872328987961,38.2465372168831,4.24729882036367,9.00490849231284,2.15845742288115e-19,4.28669644184196e-16,"S","6","6_8","McLaughlin","Tech",2.57201786510517e-15
"642","ML_GL_S1_1_5_S356_L004_487",193.681929537122,-23.8829937745159,4.24756646086835,-5.62274751779479,1.87943994680499e-08,1.77741320683558e-06,"S","8","6_8","McLaughlin","Tech",0.000223954064061283
"643","ML_GL_S1_1_6_S357_L004_3044",166.431470941631,25.150447994305,4.24731809621789,5.92148914316088,3.19039371608017e-09,3.52006773340845e-07,"S","6","6_8","McLaughlin","Tech",3.80167315208113e-05
"644","ML_GL_S1_2_6_S361_L004_206",80.4059198504862,29.5054318400055,4.24798747908048,6.94574359865869,3.76471990203495e-12,7.47673372544142e-10,"S","6","6_8","McLaughlin","Tech",4.48604023526485e-08
"645","ML_GL_S1_2_6_S361_L004_224",2127.66932996841,0.675961012810215,0.123835745972601,5.45852901762122,4.80095410361856e-08,4.14551949990716e-06,"S","6","6_8","McLaughlin","Tech",0.000572081690987188
"646","ML_GL_S1_3_4_S363_L004_3446",402.144131371333,-25.313613504817,4.24732055736792,-5.95990181642989,2.52389529692223e-09,2.94850356452209e-07,"S","8","6_8","McLaughlin","Tech",3.00747363581253e-05
"647","ML_GL_S1_3_6_S365_L004_722",161.724521249486,31.3732995272482,4.24733118532268,7.38659128717431,1.5064073833981e-13,4.27389294775517e-11,"S","6","6_8","McLaughlin","Tech",1.79503503805717e-09
"648","ML_GL_S1_3_8_S366_L004_3210",51.6409697928005,-28.9275068977669,4.24775541404539,-6.81006886651638,9.75520362349841e-12,1.76125767238798e-09,"S","8","6_8","McLaughlin","Tech",1.16243006377607e-07
"649","ML_TR1_5_S182_L004_754",692.007088196333,25.6132448436741,4.24726671242696,6.03052423544137,1.63428658913576e-09,2.02855822876476e-07,"S","6","6_8","McLaughlin","Tech",1.94741589961417e-05
"650","ML_TR1_6_S183_L004_2419",673.056656615004,35.4837151178801,4.24717109385517,8.35467051685725,6.56156006278599e-17,4.34375276156433e-14,"S","6","6_8","McLaughlin","Tech",7.81875497081579e-13
"651","ML_TR2_4_S185_L004_1520",2838.60514622649,-26.443551727157,4.24720961000534,-6.22609999394961,4.78188934367741e-10,6.33122149102889e-08,"S","8","6_8","McLaughlin","Tech",5.698099341926e-06
"652","ML_TR2_5_S186_L004_1556",237.655967716808,-23.3304742788308,4.13018869811473,-5.64876715910831,1.61602559467738e-08,1.6891720163312e-06,"S","8","6_8","McLaughlin","Tech",0.000192565609861756
"653","ML_TR2_5_S186_L004_2615",690.781353162242,23.2722205125986,4.24781929102601,5.47862771887773,4.28637135750145e-08,3.86942432545358e-06,"S","6","6_8","McLaughlin","Tech",0.000510764010959873
"654","ML_TR2_5_S186_L004_704",480.999739299097,23.3287467760255,3.10574851216273,7.51147321963305,5.84656328052728e-14,2.32225493502544e-11,"S","6","6_8","McLaughlin","Tech",6.96676480507631e-10
"655","ML_TR2_6_S187_L004_1795",164.590802816909,37.1432815975534,4.24735658783565,8.74503490098548,2.22946722197242e-18,2.21386095141861e-15,"S","6","6_8","McLaughlin","Tech",2.65663314170233e-14
"656","ML_TR2_8_S188_L004_2285",1237.44667092175,-28.3397630794825,4.24716143802875,-6.67263618136351,2.51248718511913e-11,4.15816629137217e-09,"S","8","6_8","McLaughlin","Tech",2.99387972978796e-07
"657","ML_TR2_8_S188_L004_2891",703.407715747328,-27.6406272407351,4.2471759867845,-6.50800139357109,7.61572119900354e-11,1.1634478693247e-08,"S","8","6_8","McLaughlin","Tech",9.07489338073262e-07
